Order ID,Party ID,Product ID,Order Date,Order Status,Order Value ($),Order Qty
ORD-41216,CUST-10535,PROD-11298,2025-05-04,Cancelled,21716,12
ORD-41217,CUST-10400,PROD-11947,2024-10-22,Returned,24628,33
ORD-41218,CUST-10903,PROD-11576,2024-10-05,Shipped,10208,23
ORD-41219,CUST-10073,PROD-11065,2025-03-28,Cancelled,19454,39
ORD-41220,CUST-10203,PROD-11268,2024-12-08,In Progress,23355,21
ORD-41221,CUST-10441,PROD-11339,2025-07-22,Shipped,6612,23
ORD-41222,CUST-10587,PROD-11090,2025-06-28,Cancelled,4862,15
ORD-41223,CUST-10007,PROD-11524,2024-12-08,Delivered,24104,25
ORD-41224,CUST-10206,PROD-11570,2024-12-04,Cancelled,24354,42
ORD-41225,CUST-10527,PROD-11758,2025-05-28,In Progress,11051,33
ORD-41226,CUST-10178,PROD-11235,2025-06-13,Delivered,1732,49
ORD-41227,CUST-10619,PROD-11385,2025-09-01,In Progress,8706,29
ORD-41228,CUST-10340,PROD-11097,2024-11-10,Returned,9175,38
ORD-41229,CUST-10380,PROD-11848,2025-01-14,Shipped,14003,48
ORD-41230,CUST-10217,PROD-11157,2025-01-26,Cancelled,9623,37
ORD-41231,CUST-10592,PROD-11458,2025-03-14,Shipped,15957,30
ORD-41232,CUST-10176,PROD-11993,2025-03-04,Delivered,17556,36
ORD-41233,CUST-10800,PROD-11701,2025-05-17,Shipped,4205,16
ORD-41234,CUST-10886,PROD-11902,2024-09-15,In Progress,24377,32
ORD-41235,CUST-10092,PROD-11133,2025-08-30,In Progress,12421,4
ORD-41236,CUST-10958,PROD-11616,2025-01-15,Returned,24078,36
ORD-41237,CUST-10263,PROD-11759,2024-12-29,In Progress,2259,27
ORD-41238,CUST-10532,PROD-11994,2024-12-04,Shipped,18652,13
ORD-41239,CUST-10440,PROD-11107,2025-01-09,Delivered,23075,20
ORD-41240,CUST-10863,PROD-11287,2025-06-12,Delivered,11099,46
ORD-41241,CUST-10167,PROD-11085,2025-08-14,Cancelled,13498,29
ORD-41242,CUST-10692,PROD-11425,2025-06-25,In Progress,19837,31
ORD-41243,CUST-10700,PROD-11770,2024-12-15,Shipped,3093,22
ORD-41244,CUST-10213,PROD-11980,2025-06-10,Delivered,18132,34
ORD-41245,CUST-10951,PROD-11485,2025-04-17,In Progress,11208,43
ORD-41246,CUST-10713,PROD-11640,2025-01-14,In Progress,17711,2
ORD-41247,CUST-10527,PROD-11960,2024-09-28,Returned,22337,35
ORD-41248,CUST-10522,PROD-11292,2024-12-11,Shipped,5628,28
ORD-41249,CUST-10078,PROD-11922,2024-10-10,Shipped,12910,43
ORD-41250,CUST-10869,PROD-11042,2025-06-05,Shipped,13914,19
ORD-41251,CUST-10870,PROD-11621,2025-03-07,Cancelled,8392,20
ORD-41252,CUST-10389,PROD-11584,2025-08-05,In Progress,20670,45
ORD-41253,CUST-10634,PROD-11207,2024-12-16,Returned,14565,50
ORD-41254,CUST-10259,PROD-11308,2024-11-11,In Progress,6768,41
ORD-41255,CUST-10899,PROD-11033,2024-11-21,Cancelled,17550,39
ORD-41256,CUST-10037,PROD-11181,2024-09-22,Delivered,23121,35
ORD-41257,CUST-10462,PROD-11809,2025-06-10,Returned,2025,22
ORD-41258,CUST-10480,PROD-11441,2025-01-04,Cancelled,20069,11
ORD-41259,CUST-10480,PROD-11153,2024-09-18,In Progress,1351,17
ORD-41260,CUST-10402,PROD-11414,2024-12-11,Returned,20364,32
ORD-41261,CUST-10381,PROD-11723,2025-05-31,In Progress,12594,15
ORD-41262,CUST-10677,PROD-11240,2025-04-02,Cancelled,15834,38
ORD-41263,CUST-10957,PROD-11587,2024-09-13,Shipped,5423,46
ORD-41264,CUST-10109,PROD-11404,2025-08-22,Delivered,8650,46
ORD-41265,CUST-10495,PROD-11928,2025-03-06,Shipped,11268,19
ORD-41266,CUST-10921,PROD-11991,2025-02-13,Cancelled,9812,32
ORD-41267,CUST-10469,PROD-11034,2025-04-27,Shipped,5704,24
ORD-41268,CUST-10915,PROD-11111,2025-07-10,Cancelled,21977,27
ORD-41269,CUST-10368,PROD-11486,2025-08-12,In Progress,20421,46
ORD-41270,CUST-10315,PROD-11928,2024-12-25,Delivered,5306,2
ORD-41271,CUST-10931,PROD-11475,2025-04-16,Returned,4284,2
ORD-41272,CUST-10526,PROD-11953,2025-01-08,In Progress,22622,47
ORD-41273,CUST-10071,PROD-11811,2025-03-08,Shipped,2472,7
ORD-41274,CUST-10537,PROD-11637,2024-10-09,Cancelled,14027,1
ORD-41275,CUST-10848,PROD-11139,2025-07-20,Cancelled,7423,6
ORD-41276,CUST-10058,PROD-11920,2024-11-20,In Progress,13294,26
ORD-41277,CUST-10471,PROD-11348,2025-08-18,Returned,10052,30
ORD-41278,CUST-10189,PROD-11569,2025-01-26,Delivered,4715,30
ORD-41279,CUST-10519,PROD-11278,2025-03-25,Cancelled,1663,37
ORD-41280,CUST-10956,PROD-11541,2025-08-21,In Progress,13958,40
ORD-41281,CUST-10554,PROD-11485,2025-06-14,Returned,8262,31
ORD-41282,CUST-10450,PROD-11764,2025-03-05,Delivered,2802,23
ORD-41283,CUST-10686,PROD-11496,2025-03-24,In Progress,12064,5
ORD-41284,CUST-10603,PROD-11443,2025-03-06,Shipped,24744,6
ORD-41285,CUST-10721,PROD-11927,2025-05-04,Cancelled,22062,48
ORD-41286,CUST-10181,PROD-11134,2025-06-19,Returned,17046,27
ORD-41287,CUST-10998,PROD-11984,2025-03-24,Shipped,19111,26
ORD-41288,CUST-10326,PROD-11772,2024-11-23,In Progress,2875,29
ORD-41289,CUST-10329,PROD-11941,2025-07-09,In Progress,3224,31
ORD-41290,CUST-10442,PROD-11246,2025-08-18,Shipped,19137,10
ORD-41291,CUST-10590,PROD-11597,2025-08-11,Cancelled,6288,46
ORD-41292,CUST-10951,PROD-11587,2025-07-09,In Progress,22900,17
ORD-41293,CUST-10626,PROD-11661,2025-07-29,Cancelled,15947,9
ORD-41294,CUST-10089,PROD-11480,2025-02-09,Shipped,6260,10
ORD-41295,CUST-10396,PROD-11275,2025-08-17,In Progress,15892,50
ORD-41296,CUST-10671,PROD-11620,2025-03-22,Returned,9409,1
ORD-41297,CUST-10315,PROD-11208,2025-01-12,Cancelled,3279,15
ORD-41298,CUST-10900,PROD-11766,2025-04-11,Shipped,3942,50
ORD-41299,CUST-10341,PROD-11565,2024-09-26,In Progress,8580,34
ORD-41300,CUST-10156,PROD-11200,2024-11-02,Returned,8819,21
ORD-41301,CUST-10673,PROD-11029,2025-07-16,In Progress,6806,44
ORD-41302,CUST-10178,PROD-11031,2025-05-30,Returned,6469,14
ORD-41303,CUST-10630,PROD-11023,2025-06-09,Cancelled,17783,15
ORD-41304,CUST-10290,PROD-11443,2025-02-28,Cancelled,5146,45
ORD-41305,CUST-10417,PROD-11841,2025-04-20,Shipped,13947,11
ORD-41306,CUST-10651,PROD-11348,2025-02-17,Returned,4346,38
ORD-41307,CUST-10926,PROD-11102,2025-06-15,Delivered,17439,11
ORD-41308,CUST-10875,PROD-11355,2025-02-17,Shipped,15340,28
ORD-41309,CUST-10548,PROD-11696,2025-03-17,Shipped,9778,35
ORD-41310,CUST-10489,PROD-11848,2025-03-09,Shipped,20490,29
ORD-41311,CUST-10123,PROD-11256,2024-11-17,Cancelled,20203,9
ORD-41312,CUST-10866,PROD-11893,2025-03-13,Shipped,12296,6
ORD-41313,CUST-10832,PROD-11111,2025-02-26,In Progress,14902,6
ORD-41314,CUST-10619,PROD-11133,2025-08-10,In Progress,14590,13
ORD-41315,CUST-10388,PROD-11260,2025-04-10,In Progress,21284,20
ORD-41316,CUST-10595,PROD-11759,2024-09-05,In Progress,6782,2
ORD-41317,CUST-10931,PROD-11273,2025-04-28,Delivered,21581,45
ORD-41318,CUST-10753,PROD-11163,2025-02-12,Delivered,12445,34
ORD-41319,CUST-10432,PROD-11301,2025-03-27,In Progress,10233,5
ORD-41320,CUST-10012,PROD-11962,2025-02-11,In Progress,22862,12
ORD-41321,CUST-10117,PROD-11122,2025-03-07,Delivered,9461,38
ORD-41322,CUST-10988,PROD-11896,2025-05-17,Shipped,3944,1
ORD-41323,CUST-10167,PROD-11987,2024-12-04,Cancelled,17234,49
ORD-41324,CUST-10620,PROD-11308,2024-11-13,Returned,14132,28
ORD-41325,CUST-10021,PROD-11525,2024-09-01,In Progress,17974,5
ORD-41326,CUST-10196,PROD-11713,2025-05-06,In Progress,2535,16
ORD-41327,CUST-10943,PROD-11793,2025-06-24,In Progress,1856,12
ORD-41328,CUST-10083,PROD-11811,2025-03-30,Shipped,14701,14
ORD-41329,CUST-10704,PROD-11287,2025-06-12,Shipped,14422,16
ORD-41330,CUST-10401,PROD-11601,2025-01-04,Cancelled,10376,11
ORD-41331,CUST-10616,PROD-11384,2024-11-20,In Progress,15293,26
ORD-41332,CUST-10119,PROD-11251,2025-02-27,Delivered,2320,34
ORD-41333,CUST-10067,PROD-11750,2024-12-12,In Progress,9091,33
ORD-41334,CUST-10983,PROD-11950,2025-04-12,Returned,8537,4
ORD-41335,CUST-10877,PROD-11483,2024-12-30,In Progress,23593,34
ORD-41336,CUST-10178,PROD-11122,2025-02-01,Delivered,12245,47
ORD-41337,CUST-10842,PROD-11452,2024-10-16,Shipped,11181,23
ORD-41338,CUST-10424,PROD-11036,2024-09-23,Delivered,21940,31
ORD-41339,CUST-10857,PROD-11209,2025-01-13,Cancelled,1393,17
ORD-41340,CUST-10115,PROD-11016,2025-07-17,Shipped,14803,21
ORD-41341,CUST-10572,PROD-11142,2025-05-22,Cancelled,24495,47
ORD-41342,CUST-10625,PROD-11311,2025-05-22,In Progress,6653,15
ORD-41343,CUST-10426,PROD-11972,2025-04-28,Returned,4770,6
ORD-41344,CUST-10015,PROD-11814,2025-02-04,Shipped,18400,46
ORD-41345,CUST-10535,PROD-11943,2025-02-09,In Progress,21472,18
ORD-41346,CUST-10428,PROD-11624,2024-11-14,Delivered,10640,16
ORD-41347,CUST-10118,PROD-11122,2024-12-15,In Progress,8393,46
ORD-41348,CUST-10836,PROD-11306,2025-01-13,Returned,24524,10
ORD-41349,CUST-10275,PROD-11899,2025-04-16,Delivered,18675,49
ORD-41350,CUST-10700,PROD-11024,2024-10-10,In Progress,21696,13
ORD-41351,CUST-10776,PROD-11849,2024-10-05,Shipped,15925,29
ORD-41352,CUST-10755,PROD-11322,2024-10-31,In Progress,17923,39
ORD-41353,CUST-10674,PROD-11923,2024-12-21,Returned,13463,38
ORD-41354,CUST-10696,PROD-11356,2025-03-20,Delivered,16008,43
ORD-41355,CUST-10969,PROD-11796,2025-07-23,In Progress,17495,32
ORD-41356,CUST-10312,PROD-11260,2025-04-03,Delivered,23826,37
ORD-41357,CUST-10820,PROD-11832,2025-06-12,In Progress,2056,46
ORD-41358,CUST-10462,PROD-11380,2024-09-28,Delivered,19155,30
ORD-41359,CUST-10524,PROD-11754,2025-08-11,In Progress,16202,20
ORD-41360,CUST-10312,PROD-11396,2025-08-25,Cancelled,1695,27
ORD-41361,CUST-10106,PROD-11583,2025-02-22,Returned,6037,18
ORD-41362,CUST-10848,PROD-11818,2024-09-12,Returned,10741,3
ORD-41363,CUST-10240,PROD-11490,2025-01-19,Returned,15596,21
ORD-41364,CUST-10338,PROD-11490,2025-09-01,In Progress,3613,44
ORD-41365,CUST-10381,PROD-11082,2024-12-17,Returned,16202,45
ORD-41366,CUST-10285,PROD-11306,2024-11-14,In Progress,20254,49
ORD-41367,CUST-10759,PROD-11604,2025-04-24,Cancelled,12118,37
ORD-41368,CUST-10754,PROD-11865,2025-06-22,Shipped,15324,33
ORD-41369,CUST-10925,PROD-11666,2025-02-01,Shipped,6111,49
ORD-41370,CUST-10325,PROD-11470,2024-10-26,Returned,14226,13
ORD-41371,CUST-10993,PROD-11395,2024-11-12,Returned,4476,7
ORD-41372,CUST-10044,PROD-11216,2025-06-27,Shipped,16362,21
ORD-41373,CUST-10048,PROD-11665,2025-04-23,In Progress,15068,32
ORD-41374,CUST-10583,PROD-11681,2025-02-05,Cancelled,22131,35
ORD-41375,CUST-10182,PROD-11324,2025-02-08,In Progress,14346,19
ORD-41376,CUST-10605,PROD-11899,2025-02-12,Shipped,20869,49
ORD-41377,CUST-10171,PROD-11262,2025-03-12,Delivered,22571,12
ORD-41378,CUST-10320,PROD-11318,2025-05-04,Shipped,24799,28
ORD-41379,CUST-10407,PROD-11574,2025-04-18,Delivered,2675,18
ORD-41380,CUST-10791,PROD-11287,2024-09-05,Cancelled,15488,46
ORD-41381,CUST-10705,PROD-11414,2024-10-10,Cancelled,3163,1
ORD-41382,CUST-10693,PROD-11266,2025-04-18,In Progress,19027,30
ORD-41383,CUST-10252,PROD-11651,2024-10-13,Returned,16321,17
ORD-41384,CUST-10414,PROD-11204,2025-06-03,Delivered,13598,4
ORD-41385,CUST-10182,PROD-11507,2024-09-23,Shipped,3942,22
ORD-41386,CUST-10113,PROD-11312,2025-01-09,Cancelled,19858,48
ORD-41387,CUST-10819,PROD-11789,2025-02-05,Returned,16510,7
ORD-41388,CUST-10295,PROD-11662,2024-10-25,Cancelled,8553,20
ORD-41389,CUST-10776,PROD-11402,2025-08-10,Cancelled,22615,21
ORD-41390,CUST-10260,PROD-11702,2024-09-30,Shipped,14739,26
ORD-41391,CUST-10761,PROD-11309,2025-06-20,Delivered,1767,13
ORD-41392,CUST-10836,PROD-11348,2025-04-06,Cancelled,18040,8
ORD-41393,CUST-10542,PROD-11950,2024-11-08,Shipped,13485,3
ORD-41394,CUST-10160,PROD-11901,2025-05-22,Shipped,5779,28
ORD-41395,CUST-10045,PROD-11918,2024-10-12,In Progress,14885,33
ORD-41396,CUST-10510,PROD-11468,2024-09-14,Cancelled,2300,42
ORD-41397,CUST-10626,PROD-11090,2024-09-15,In Progress,19971,24
ORD-41398,CUST-10536,PROD-11059,2025-06-21,Shipped,5638,28
ORD-41399,CUST-10113,PROD-11998,2025-03-08,Cancelled,24276,39
ORD-41400,CUST-10331,PROD-11119,2025-07-06,Cancelled,23753,44
ORD-41401,CUST-10529,PROD-11739,2025-08-14,Shipped,6830,5
ORD-41402,CUST-10115,PROD-11493,2025-08-03,Delivered,14274,41
ORD-41403,CUST-10632,PROD-11951,2025-01-23,Delivered,7366,13
ORD-41404,CUST-10685,PROD-11947,2024-10-12,Returned,23162,23
ORD-41405,CUST-10304,PROD-11091,2025-05-15,Shipped,18173,40
ORD-41406,CUST-10455,PROD-11217,2024-11-27,Returned,15219,31
ORD-41407,CUST-10458,PROD-11888,2025-03-27,Shipped,11716,49
ORD-41408,CUST-10672,PROD-11602,2025-05-17,In Progress,11003,11
ORD-41409,CUST-10599,PROD-11074,2025-02-20,Shipped,17410,23
ORD-41410,CUST-10094,PROD-11342,2025-08-09,Shipped,11516,39
ORD-41411,CUST-10871,PROD-11686,2024-09-06,In Progress,2333,41
ORD-41412,CUST-10247,PROD-11962,2025-02-28,In Progress,1516,41
ORD-41413,CUST-10748,PROD-11770,2025-06-02,Shipped,5622,37
ORD-41414,CUST-10170,PROD-11506,2024-11-03,Shipped,7938,1
ORD-41415,CUST-10902,PROD-11082,2025-08-01,Shipped,2281,25
ORD-41416,CUST-10581,PROD-11958,2024-11-29,Cancelled,24895,46
ORD-41417,CUST-10851,PROD-11041,2025-07-07,Shipped,21759,5
ORD-41418,CUST-10153,PROD-11141,2025-04-17,Delivered,13995,7
ORD-41419,CUST-10992,PROD-11286,2025-06-22,Cancelled,6119,46
ORD-41420,CUST-10969,PROD-11430,2024-11-04,Shipped,17471,38
ORD-41421,CUST-10202,PROD-11561,2024-12-20,Delivered,4594,31
ORD-41422,CUST-10899,PROD-11545,2025-05-29,Delivered,8236,9
ORD-41423,CUST-10988,PROD-11289,2025-01-23,Delivered,18295,50
ORD-41424,CUST-10762,PROD-11022,2025-03-07,Shipped,19801,35
ORD-41425,CUST-10737,PROD-11695,2025-05-31,Cancelled,8723,3
ORD-41426,CUST-10688,PROD-11939,2024-12-21,Delivered,15504,38
ORD-41427,CUST-10310,PROD-11749,2024-12-25,Returned,18835,38
ORD-41428,CUST-10053,PROD-11635,2025-04-07,Returned,22289,9
ORD-41429,CUST-10029,PROD-11051,2024-12-07,Cancelled,11520,34
ORD-41430,CUST-10163,PROD-11528,2025-01-07,Cancelled,4235,1
ORD-41431,CUST-10210,PROD-11430,2024-10-21,In Progress,3827,34
ORD-41432,CUST-10217,PROD-11157,2025-03-26,Returned,9296,27
ORD-41433,CUST-10278,PROD-11190,2024-12-04,Returned,5808,14
ORD-41434,CUST-10582,PROD-11772,2025-03-04,Cancelled,16745,9
ORD-41435,CUST-10949,PROD-11153,2025-03-21,Returned,13251,6
ORD-41436,CUST-10758,PROD-11348,2024-12-15,Cancelled,8532,16
ORD-41437,CUST-10433,PROD-11467,2025-03-06,Cancelled,24126,27
ORD-41438,CUST-10605,PROD-11317,2025-02-26,Delivered,11551,27
ORD-41439,CUST-10499,PROD-11741,2025-04-16,Shipped,11034,48
ORD-41440,CUST-10498,PROD-11878,2025-01-12,In Progress,1062,35
ORD-41441,CUST-10215,PROD-11325,2024-10-16,Delivered,11227,16
ORD-41442,CUST-10956,PROD-11154,2024-10-07,In Progress,4770,31
ORD-41443,CUST-10225,PROD-11499,2025-04-12,Cancelled,21115,12
ORD-41444,CUST-10069,PROD-11555,2024-09-12,Returned,7483,42
ORD-41445,CUST-10062,PROD-11664,2024-10-10,Shipped,10885,33
ORD-41446,CUST-10118,PROD-11757,2024-09-19,In Progress,11221,25
ORD-41447,CUST-10454,PROD-11773,2024-10-07,In Progress,21979,29
ORD-41448,CUST-10026,PROD-11198,2025-01-30,Shipped,4892,29
ORD-41449,CUST-10464,PROD-11401,2025-01-11,In Progress,1604,3
ORD-41450,CUST-10369,PROD-11149,2025-07-06,In Progress,24912,42
ORD-41451,CUST-10002,PROD-11317,2024-11-21,Shipped,13470,47
ORD-41452,CUST-10309,PROD-11655,2025-04-13,Delivered,7549,11
ORD-41453,CUST-10980,PROD-11268,2024-11-27,In Progress,4761,30
ORD-41454,CUST-10124,PROD-11482,2024-10-11,In Progress,3709,30
ORD-41455,CUST-10692,PROD-11128,2025-07-14,Delivered,20140,22
ORD-41456,CUST-10132,PROD-11655,2025-05-16,Cancelled,21844,36
ORD-41457,CUST-10812,PROD-11107,2025-05-28,Cancelled,7462,21
ORD-41458,CUST-10598,PROD-11875,2025-04-07,Returned,10195,37
ORD-41459,CUST-10716,PROD-11284,2024-09-27,Cancelled,18499,21
ORD-41460,CUST-10162,PROD-11536,2025-03-21,Delivered,8043,42
ORD-41461,CUST-10170,PROD-11594,2024-10-26,Cancelled,6873,23
ORD-41462,CUST-10651,PROD-11323,2025-02-15,Cancelled,5428,37
ORD-41463,CUST-10565,PROD-11974,2025-01-06,In Progress,21518,26
ORD-41464,CUST-10249,PROD-11713,2024-09-13,Cancelled,20255,23
ORD-41465,CUST-10067,PROD-11982,2025-06-27,Cancelled,7907,4
ORD-41466,CUST-10414,PROD-11346,2024-10-16,In Progress,24822,1
ORD-41467,CUST-10052,PROD-11210,2025-03-22,Delivered,14822,49
ORD-41468,CUST-10362,PROD-11124,2024-09-29,In Progress,15925,13
ORD-41469,CUST-10940,PROD-11201,2025-08-23,Returned,8583,24
ORD-41470,CUST-10858,PROD-11670,2025-03-24,Returned,2006,40
ORD-41471,CUST-10319,PROD-11196,2024-12-02,In Progress,7037,49
ORD-41472,CUST-10740,PROD-11528,2025-08-26,Cancelled,11566,25
ORD-41473,CUST-10388,PROD-11076,2025-06-15,Delivered,2394,32
ORD-41474,CUST-10328,PROD-11528,2024-11-09,Cancelled,19863,9
ORD-41475,CUST-10099,PROD-11042,2025-07-07,In Progress,21137,13
ORD-41476,CUST-10734,PROD-11216,2024-10-05,Shipped,6024,32
ORD-41477,CUST-10319,PROD-11914,2025-08-12,Cancelled,12439,37
ORD-41478,CUST-10473,PROD-11755,2024-09-13,In Progress,5052,17
ORD-41479,CUST-10794,PROD-11069,2025-03-22,In Progress,8524,47
ORD-41480,CUST-10885,PROD-11621,2025-08-13,Shipped,14204,22
ORD-41481,CUST-10139,PROD-11166,2025-08-09,Shipped,4209,24
ORD-41482,CUST-10552,PROD-11110,2025-01-18,In Progress,4120,35
ORD-41483,CUST-10280,PROD-11047,2024-10-07,In Progress,23316,17
ORD-41484,CUST-10636,PROD-11784,2025-03-01,In Progress,17113,2
ORD-41485,CUST-10483,PROD-11940,2025-06-08,Cancelled,18400,48
ORD-41486,CUST-10535,PROD-11195,2025-06-25,In Progress,5680,45
ORD-41487,CUST-10404,PROD-11687,2025-07-02,Returned,12253,7
ORD-41488,CUST-10933,PROD-11198,2025-03-07,Cancelled,19477,22
ORD-41489,CUST-10350,PROD-11541,2024-11-04,In Progress,6875,43
ORD-41490,CUST-10682,PROD-11533,2025-04-08,In Progress,19737,3
ORD-41491,CUST-10006,PROD-11778,2025-05-16,Delivered,17168,8
ORD-41492,CUST-10206,PROD-11564,2024-11-27,Shipped,14331,26
ORD-41493,CUST-10901,PROD-11946,2025-07-12,Shipped,1141,9
ORD-41494,CUST-10542,PROD-11085,2025-05-31,Returned,10945,40
ORD-41495,CUST-10148,PROD-11836,2025-01-16,Cancelled,8582,1
ORD-41496,CUST-10677,PROD-11585,2024-11-23,Cancelled,18644,11
ORD-41497,CUST-10103,PROD-11013,2024-09-02,Delivered,13605,48
ORD-41498,CUST-10427,PROD-11073,2025-07-06,Shipped,1462,25
ORD-41499,CUST-10478,PROD-11143,2025-06-05,Shipped,1754,2
ORD-41500,CUST-10580,PROD-11918,2025-01-30,Shipped,15641,18
ORD-41501,CUST-11000,PROD-11441,2025-05-20,Cancelled,8482,15
ORD-41502,CUST-10080,PROD-11284,2025-05-13,Returned,1613,20
ORD-41503,CUST-10655,PROD-11961,2024-10-03,Shipped,8544,38
ORD-41504,CUST-10607,PROD-11298,2025-04-01,Delivered,4078,35
ORD-41505,CUST-10404,PROD-11548,2025-06-01,Returned,10348,20
ORD-41506,CUST-10735,PROD-11883,2025-04-25,Shipped,21635,19
ORD-41507,CUST-10808,PROD-11827,2025-02-27,Cancelled,11258,12
ORD-41508,CUST-10068,PROD-11548,2025-03-05,In Progress,24177,20
ORD-41509,CUST-10834,PROD-11187,2025-07-25,Cancelled,16273,8
ORD-41510,CUST-10891,PROD-11036,2025-06-28,Returned,7476,30
ORD-41511,CUST-10601,PROD-11370,2025-03-31,Shipped,10392,2
ORD-41512,CUST-10247,PROD-11932,2025-08-20,Returned,1683,7
ORD-41513,CUST-10772,PROD-11535,2024-11-15,Cancelled,7941,11
ORD-41514,CUST-10861,PROD-11021,2025-03-26,Shipped,3352,31
ORD-41515,CUST-10128,PROD-11213,2024-11-27,In Progress,20892,14
ORD-41516,CUST-10530,PROD-11077,2024-11-04,Cancelled,4080,25
ORD-41517,CUST-10215,PROD-11631,2025-07-05,Returned,13058,13
ORD-41518,CUST-10693,PROD-11952,2025-08-27,Shipped,4975,9
ORD-41519,CUST-10652,PROD-11197,2025-02-08,Cancelled,5404,43
ORD-41520,CUST-10892,PROD-11906,2025-07-07,Shipped,4060,11
ORD-41521,CUST-10712,PROD-11860,2025-03-12,Shipped,19405,5
ORD-41522,CUST-10722,PROD-11083,2025-05-14,Delivered,4221,14
ORD-41523,CUST-10299,PROD-11632,2024-12-17,In Progress,11247,28
ORD-41524,CUST-10193,PROD-11099,2025-02-15,Returned,10415,25
ORD-41525,CUST-10975,PROD-11241,2025-05-03,Shipped,9983,36
ORD-41526,CUST-10894,PROD-11648,2024-09-22,In Progress,8974,43
ORD-41527,CUST-10699,PROD-11977,2025-07-18,Shipped,14218,10
ORD-41528,CUST-10485,PROD-11321,2024-12-19,Delivered,22842,13
ORD-41529,CUST-10653,PROD-11154,2024-10-02,Returned,22333,20
ORD-41530,CUST-10629,PROD-11391,2025-01-28,In Progress,23687,36
ORD-41531,CUST-10399,PROD-11495,2025-01-31,Returned,13439,40
ORD-41532,CUST-10455,PROD-11818,2025-06-13,Delivered,6683,11
ORD-41533,CUST-10554,PROD-11036,2024-09-15,Shipped,2246,27
ORD-41534,CUST-10060,PROD-11410,2025-07-23,In Progress,20802,30
ORD-41535,CUST-10005,PROD-11870,2025-04-23,In Progress,19175,9
ORD-41536,CUST-10528,PROD-11833,2024-11-30,Cancelled,13142,19
ORD-41537,CUST-10968,PROD-11369,2025-03-22,Returned,18146,40
ORD-41538,CUST-10976,PROD-11166,2025-01-09,Cancelled,2456,16
ORD-41539,CUST-10038,PROD-11161,2024-11-30,Returned,4778,22
ORD-41540,CUST-10866,PROD-11383,2024-12-07,Shipped,17475,41
ORD-41541,CUST-10648,PROD-11561,2025-03-21,Cancelled,4678,29
ORD-41542,CUST-10871,PROD-11366,2025-05-26,Delivered,6384,45
ORD-41543,CUST-10002,PROD-11815,2025-03-01,Delivered,14561,40
ORD-41544,CUST-10055,PROD-11420,2024-12-14,Returned,15912,6
ORD-41545,CUST-10179,PROD-11961,2025-06-08,Delivered,8960,11
ORD-41546,CUST-10055,PROD-11874,2025-03-03,In Progress,13012,37
ORD-41547,CUST-10343,PROD-11714,2024-11-01,Delivered,19772,22
ORD-41548,CUST-10025,PROD-11329,2025-01-12,In Progress,7590,28
ORD-41549,CUST-10522,PROD-11690,2025-03-26,Returned,10482,5
ORD-41550,CUST-10677,PROD-11395,2025-01-20,Shipped,20591,13
ORD-41551,CUST-10991,PROD-11632,2025-04-19,Shipped,8911,24
ORD-41552,CUST-10762,PROD-11955,2024-11-11,Delivered,17354,40
ORD-41553,CUST-10819,PROD-11962,2025-04-25,Delivered,6709,39
ORD-41554,CUST-10059,PROD-11494,2025-08-09,Cancelled,3417,7
ORD-41555,CUST-10198,PROD-11356,2025-04-29,Shipped,24226,4
ORD-41556,CUST-10377,PROD-11151,2025-06-02,Cancelled,13166,13
ORD-41557,CUST-10612,PROD-11403,2025-07-16,Shipped,14256,15
ORD-41558,CUST-10451,PROD-11838,2024-12-12,In Progress,6484,7
ORD-41559,CUST-10427,PROD-11282,2025-09-01,Shipped,19338,15
ORD-41560,CUST-10105,PROD-11682,2024-10-03,Cancelled,18395,22
ORD-41561,CUST-10550,PROD-11306,2024-09-22,Shipped,18837,21
ORD-41562,CUST-10413,PROD-11125,2024-10-01,Shipped,10184,31
ORD-41563,CUST-10111,PROD-11138,2025-03-15,Shipped,1114,1
ORD-41564,CUST-10453,PROD-11365,2025-01-10,Cancelled,2448,25
ORD-41565,CUST-10124,PROD-11852,2025-08-02,Shipped,19981,3
ORD-41566,CUST-10298,PROD-11456,2025-07-18,Shipped,16556,29
ORD-41567,CUST-10882,PROD-11875,2025-06-28,Delivered,24064,10
ORD-41568,CUST-10953,PROD-11646,2025-07-06,Returned,1214,38
ORD-41569,CUST-10821,PROD-11382,2025-08-31,Cancelled,16680,27
ORD-41570,CUST-10010,PROD-11873,2025-03-11,Delivered,17056,18
ORD-41571,CUST-10615,PROD-11979,2024-11-25,In Progress,4486,4
ORD-41572,CUST-10878,PROD-11910,2025-03-22,Delivered,21987,9
ORD-41573,CUST-10826,PROD-11553,2024-11-16,Shipped,20334,24
ORD-41574,CUST-10091,PROD-11497,2024-12-12,In Progress,19358,46
ORD-41575,CUST-10435,PROD-11169,2024-11-04,In Progress,19794,26
ORD-41576,CUST-10723,PROD-11535,2024-10-21,In Progress,22017,11
ORD-41577,CUST-10547,PROD-11449,2025-06-18,Returned,24792,41
ORD-41578,CUST-10166,PROD-11886,2024-09-24,Shipped,13332,13
ORD-41579,CUST-10100,PROD-11926,2025-02-13,Cancelled,3011,19
ORD-41580,CUST-10895,PROD-11740,2024-10-20,Returned,19682,50
ORD-41581,CUST-10066,PROD-11083,2024-11-18,Shipped,9608,6
