NPS_ID,Customer Feedback,Survey Score,Incident ID,Return_ID,Customer_ID,Survey Date,Channel,Region,Surveyor / Agent
NPS-90228,Average service,4,SR-80013,RET-50389,CUST-10148,2025-06-28,Email,Europe,John Bowen
NPS-90229,Excellent delivery experience,0,SR-82303,RET-50559,CUST-10741,2025-08-07,Phone,Europe,Peter Smith
NPS-90230,"Great support, quick resolution",2,SR-81623,RET-50835,CUST-10395,2025-08-13,Email,Latin America,Cathy Hanson
NPS-90231,Excellent delivery experience,6,SR-83685,RET-50105,CUST-10839,2025-05-03,SMS,North America,Steven Miller
NPS-90232,"Great support, quick resolution",3,SR-80091,RET-50109,CUST-10664,2025-03-22,Phone,North America,Lauren Myers
NPS-90233,Would definitely recommend,6,SR-80714,RET-50928,CUST-10437,2025-04-21,SMS,Latin America,Thomas Newman
NPS-90234,"Great support, quick resolution",3,SR-80035,RET-50902,CUST-10088,2025-04-07,In-store,Asia-Pacific,Erik Miller
NPS-90235,Average service,5,SR-81883,RET-50087,CUST-10795,2025-03-09,In-store,Middle East,Christopher Clark
NPS-90236,Product setup was confusing,2,SR-83198,RET-50469,CUST-10203,2025-06-16,Web App,Asia-Pacific,Chelsea Munoz
NPS-90237,Average service,1,SR-81598,RET-50460,CUST-10048,2025-04-13,SMS,Middle East,Belinda Wilson
NPS-90238,Product setup was confusing,7,SR-84664,RET-50943,CUST-10013,2025-03-05,Email,Asia-Pacific,Maria Hernandez
NPS-90239,Excellent delivery experience,6,SR-81847,RET-50303,CUST-10010,2025-02-03,In-store,North America,Douglas Fuentes
NPS-90240,Product setup was confusing,0,SR-82945,RET-50656,CUST-10036,2025-08-04,Phone,North America,Emily Williams
NPS-90241,Excellent delivery experience,7,SR-84837,RET-50309,CUST-10992,2025-03-04,Web App,Asia-Pacific,Krista Thomas
NPS-90242,"Great support, quick resolution",0,SR-83984,RET-50960,CUST-10784,2025-04-27,Web App,Asia-Pacific,Elizabeth Davies
NPS-90243,Excellent delivery experience,8,SR-84976,RET-50490,CUST-10956,2025-02-21,In-store,North America,Joan Smith
NPS-90244,Average service,9,SR-82318,RET-50794,CUST-10626,2025-01-01,In-store,Latin America,Mitchell Burke
NPS-90245,Product setup was confusing,8,SR-82940,RET-50942,CUST-10041,2025-03-18,Phone,Middle East,Jennifer Bowen
NPS-90246,Excellent delivery experience,3,SR-83697,RET-50122,CUST-10573,2025-03-06,In-store,North America,Veronica Patterson
NPS-90247,Average service,5,SR-84855,RET-50761,CUST-10276,2025-02-11,Phone,Asia-Pacific,John Price
NPS-90248,"Great support, quick resolution",1,SR-83260,RET-50554,CUST-10762,2025-02-19,Phone,Latin America,Christopher Simon
NPS-90249,Would definitely recommend,8,SR-83462,RET-50742,CUST-10116,2025-02-09,Phone,Asia-Pacific,Joseph Bartlett
NPS-90250,Product setup was confusing,9,SR-84488,RET-50117,CUST-10754,2025-08-21,In-store,Middle East,Jody Holden
NPS-90251,Excellent delivery experience,8,SR-83751,RET-50108,CUST-10760,2025-08-18,Phone,North America,Adam Cook
NPS-90252,"Great support, quick resolution",3,SR-83007,RET-50131,CUST-10714,2025-01-25,In-store,North America,David Sanders
NPS-90253,Excellent delivery experience,0,SR-82862,RET-50247,CUST-10646,2025-01-07,In-store,North America,James Ayala
NPS-90254,Would definitely recommend,9,SR-82497,RET-50758,CUST-10069,2025-06-26,Web App,Europe,Hayley Delgado
NPS-90255,"Great support, quick resolution",5,SR-83467,RET-50049,CUST-10902,2025-07-26,Email,Europe,Alex Osborne
NPS-90256,Excellent delivery experience,6,SR-84477,RET-50558,CUST-10874,2025-02-25,Web App,Europe,Roger Sexton
NPS-90257,Would definitely recommend,9,SR-81375,RET-50646,CUST-10247,2025-03-27,Email,Asia-Pacific,Darrell Flowers
NPS-90258,Excellent delivery experience,7,SR-82858,RET-50922,CUST-10627,2025-07-06,Email,Europe,Jordan Dunn
NPS-90259,Would definitely recommend,4,SR-81396,RET-50140,CUST-10286,2025-02-09,Phone,Europe,Charles Jones
NPS-90260,"Great support, quick resolution",3,SR-82723,RET-50002,CUST-10423,2025-02-19,Phone,Middle East,Ricardo Hall
NPS-90261,"Great support, quick resolution",10,SR-83399,RET-50835,CUST-10187,2025-03-08,Email,Europe,Andrew Riggs
NPS-90262,Product setup was confusing,7,SR-80317,RET-50275,CUST-10873,2025-02-13,In-store,Middle East,Lisa Alexander MD
NPS-90263,Would definitely recommend,0,SR-84324,RET-50221,CUST-10668,2025-06-22,SMS,Europe,Alexis Sanders
NPS-90264,Average service,5,SR-84622,RET-50014,CUST-10970,2025-07-03,Web App,Middle East,Scott Wood
NPS-90265,"Great support, quick resolution",6,SR-80580,RET-50494,CUST-10924,2025-07-09,Email,North America,Angel Gonzalez
NPS-90266,Product setup was confusing,2,SR-80721,RET-50947,CUST-10199,2025-08-27,Email,North America,Mackenzie Howard
NPS-90267,Average service,0,SR-84290,RET-50673,CUST-10641,2025-08-15,Web App,Europe,Michael Hill
NPS-90268,Excellent delivery experience,5,SR-81541,RET-50501,CUST-10519,2025-01-30,Email,Latin America,Kimberly Nash
NPS-90269,"Great support, quick resolution",4,SR-83646,RET-50204,CUST-10092,2025-07-18,In-store,North America,Casey Robinson
NPS-90270,Would definitely recommend,1,SR-84277,RET-50464,CUST-10184,2025-08-14,SMS,Europe,Lisa Arellano
NPS-90271,Average service,5,SR-81830,RET-50085,CUST-10658,2025-02-24,SMS,Europe,Barry Becker
NPS-90272,Would definitely recommend,2,SR-82956,RET-50108,CUST-10674,2025-01-27,Email,Europe,Elizabeth Haynes
NPS-90273,Product setup was confusing,2,SR-84762,RET-50660,CUST-10792,2025-07-11,In-store,North America,Karen Curtis
NPS-90274,"Great support, quick resolution",6,SR-84682,RET-50601,CUST-10502,2025-06-03,In-store,Asia-Pacific,Emma Silva
NPS-90275,"Great support, quick resolution",5,SR-84619,RET-50095,CUST-10732,2025-06-16,Phone,Asia-Pacific,Keith Reed
NPS-90276,Would definitely recommend,0,SR-84995,RET-50647,CUST-10218,2025-04-03,Email,Latin America,Karen Johnson
NPS-90277,Average service,10,SR-83003,RET-50567,CUST-10106,2025-04-18,In-store,Latin America,Mark Miller DDS
NPS-90278,"Great support, quick resolution",7,SR-84704,RET-50225,CUST-10216,2025-03-23,In-store,Europe,Edward Miller
NPS-90279,Product setup was confusing,6,SR-84066,RET-50002,CUST-10014,2025-05-10,Email,Asia-Pacific,Russell Cantrell
NPS-90280,"Great support, quick resolution",4,SR-83275,RET-50095,CUST-10528,2025-08-30,Web App,Latin America,Casey Jones
NPS-90281,Average service,7,SR-84537,RET-50691,CUST-10254,2025-08-18,Email,Latin America,Erika Skinner
NPS-90282,"Great support, quick resolution",5,SR-81933,RET-50089,CUST-10746,2025-03-21,Phone,Europe,Robert Strickland
NPS-90283,Product setup was confusing,8,SR-81469,RET-50500,CUST-10766,2025-08-19,SMS,Middle East,Shawn Mendoza
NPS-90284,Average service,7,SR-81693,RET-50188,CUST-10842,2025-01-02,Web App,Middle East,Anthony Wilson
NPS-90285,"Great support, quick resolution",2,SR-80583,RET-50481,CUST-10476,2025-02-18,Email,Asia-Pacific,Melissa Thompson
NPS-90286,Average service,2,SR-81991,RET-50195,CUST-10883,2025-07-02,Web App,Europe,Jeanette Young
NPS-90287,Excellent delivery experience,5,SR-83768,RET-50765,CUST-10149,2025-05-08,Email,North America,Matthew Smith
NPS-90288,Would definitely recommend,10,SR-80705,RET-50699,CUST-10200,2025-02-28,Phone,North America,Dr. Ralph Gardner
NPS-90289,Excellent delivery experience,0,SR-81667,RET-50583,CUST-10856,2025-03-02,SMS,North America,Kari Duke
NPS-90290,Product setup was confusing,1,SR-81319,RET-50438,CUST-10946,2025-08-14,Phone,Middle East,Elizabeth Nunez
NPS-90291,Would definitely recommend,4,SR-82728,RET-50679,CUST-10353,2025-05-19,In-store,Middle East,Kristina Mendez
NPS-90292,"Great support, quick resolution",0,SR-83498,RET-50860,CUST-10754,2025-05-20,Web App,Latin America,James Bailey
NPS-90293,Would definitely recommend,2,SR-80055,RET-50839,CUST-10211,2025-05-04,Phone,North America,Karen Simon
NPS-90294,Excellent delivery experience,0,SR-81889,RET-50273,CUST-10593,2025-06-18,Phone,Latin America,Lori Robinson
NPS-90295,Product setup was confusing,7,SR-83426,RET-50964,CUST-10711,2025-04-09,Email,Europe,Candace Garner
NPS-90296,"Great support, quick resolution",4,SR-82012,RET-50022,CUST-10481,2025-04-12,Phone,Asia-Pacific,Natalie Murphy
NPS-90297,Would definitely recommend,7,SR-84127,RET-50052,CUST-10860,2025-03-23,In-store,Europe,Rhonda Boyle
NPS-90298,"Great support, quick resolution",6,SR-84786,RET-50180,CUST-10165,2025-05-13,Web App,Latin America,Mr. Brian Vargas Jr.
NPS-90299,Average service,3,SR-84886,RET-50950,CUST-10957,2025-02-13,SMS,Middle East,Charles Velez
NPS-90300,Average service,5,SR-83675,RET-50415,CUST-10760,2025-01-28,Email,North America,Olivia Mayer
NPS-90301,"Great support, quick resolution",10,SR-80592,RET-50587,CUST-10253,2025-04-15,Phone,Asia-Pacific,Lisa Rodriguez
NPS-90302,Product setup was confusing,10,SR-81338,RET-50048,CUST-10043,2025-01-06,SMS,Middle East,Barbara Espinoza
NPS-90303,Excellent delivery experience,0,SR-80503,RET-50028,CUST-10584,2025-02-26,In-store,Middle East,Brittany Molina
NPS-90304,Average service,6,SR-83637,RET-50184,CUST-10258,2025-03-09,Web App,Europe,Gregory Fisher DDS
NPS-90305,Excellent delivery experience,6,SR-83949,RET-50958,CUST-10016,2025-06-27,SMS,Middle East,Lisa Davis
NPS-90306,Would definitely recommend,4,SR-81828,RET-50176,CUST-10863,2025-05-01,Email,Latin America,Daniel Gray
NPS-90307,Product setup was confusing,9,SR-82933,RET-50470,CUST-10201,2025-07-06,Phone,Asia-Pacific,Regina Barber
NPS-90308,Product setup was confusing,3,SR-82948,RET-50544,CUST-10026,2025-05-10,In-store,Europe,Peter Lowe
NPS-90309,Product setup was confusing,9,SR-83150,RET-50697,CUST-10820,2025-02-04,Phone,Middle East,Sarah Harris
NPS-90310,Average service,6,SR-81882,RET-50704,CUST-10250,2025-05-12,SMS,Europe,Vanessa Everett
NPS-90311,Excellent delivery experience,7,SR-81485,RET-50552,CUST-10335,2025-04-26,In-store,Asia-Pacific,Natasha Johnson
NPS-90312,Average service,4,SR-83466,RET-50766,CUST-10216,2025-02-26,Web App,Europe,Maria Phelps
NPS-90313,Would definitely recommend,10,SR-80416,RET-50761,CUST-10987,2025-08-23,In-store,Latin America,Linda Wright
NPS-90314,Would definitely recommend,2,SR-84687,RET-50131,CUST-10441,2025-08-16,Email,Middle East,Kathryn Richardson
NPS-90315,Average service,4,SR-84303,RET-50552,CUST-10441,2025-05-09,Web App,Latin America,James Bowers
NPS-90316,Product setup was confusing,8,SR-84460,RET-50136,CUST-10913,2025-06-29,SMS,Europe,James Jones
NPS-90317,"Great support, quick resolution",6,SR-82273,RET-50847,CUST-10744,2025-03-29,In-store,Asia-Pacific,Dawn Scott
NPS-90318,Would definitely recommend,2,SR-82812,RET-50765,CUST-10023,2025-05-23,In-store,Middle East,Mr. Michael King
NPS-90319,"Great support, quick resolution",6,SR-81767,RET-50266,CUST-10647,2025-08-01,Phone,Latin America,Sue Bullock
NPS-90320,"Great support, quick resolution",4,SR-83156,RET-50973,CUST-10428,2025-07-10,Web App,Europe,Lindsey White
NPS-90321,"Great support, quick resolution",8,SR-82588,RET-50534,CUST-10067,2025-06-19,Phone,Latin America,Jessica Fleming
NPS-90322,Average service,8,SR-81758,RET-50114,CUST-10329,2025-05-01,In-store,Latin America,Angela Jordan
NPS-90323,"Great support, quick resolution",7,SR-82836,RET-50531,CUST-10036,2025-04-19,In-store,Latin America,Christopher Park
NPS-90324,Product setup was confusing,1,SR-82890,RET-50909,CUST-10728,2025-05-14,Phone,Latin America,Albert Miles
NPS-90325,Product setup was confusing,5,SR-81685,RET-50194,CUST-10719,2025-05-08,Email,Latin America,Douglas Martinez
NPS-90326,"Great support, quick resolution",0,SR-84603,RET-50678,CUST-10971,2025-02-14,In-store,Latin America,Steven Nguyen
NPS-90327,Product setup was confusing,9,SR-81453,RET-50340,CUST-10602,2025-05-16,Email,Europe,Patrick Terry
NPS-90328,"Great support, quick resolution",7,SR-82709,RET-50328,CUST-10661,2025-01-16,SMS,Asia-Pacific,Cynthia Wood
NPS-90329,Average service,9,SR-80711,RET-50292,CUST-10011,2025-05-19,Email,Latin America,Nicholas Hansen
NPS-90330,Would definitely recommend,2,SR-80944,RET-50033,CUST-10311,2025-07-04,Email,Asia-Pacific,Linda Hopkins
NPS-90331,Average service,2,SR-81997,RET-50018,CUST-10434,2025-08-31,Email,North America,Robin Rodriguez
NPS-90332,"Great support, quick resolution",1,SR-80298,RET-50209,CUST-10313,2025-03-23,In-store,Latin America,Jasmine Lopez
NPS-90333,"Great support, quick resolution",9,SR-80824,RET-50719,CUST-10905,2025-07-20,SMS,Latin America,Ana Deleon
NPS-90334,Would definitely recommend,0,SR-82822,RET-50755,CUST-10999,2025-06-21,Phone,Asia-Pacific,Jodi Simon
NPS-90335,Product setup was confusing,6,SR-80434,RET-50781,CUST-10108,2025-02-22,Web App,Latin America,Tristan Adams
NPS-90336,Would definitely recommend,2,SR-80845,RET-50427,CUST-10117,2025-06-29,Email,Asia-Pacific,Joseph Vazquez
NPS-90337,"Great support, quick resolution",10,SR-83584,RET-50499,CUST-10775,2025-04-05,Email,Asia-Pacific,Kimberly Lyons
NPS-90338,Excellent delivery experience,5,SR-84966,RET-50719,CUST-10589,2025-07-01,SMS,Middle East,Marissa Morris
NPS-90339,Excellent delivery experience,4,SR-84522,RET-50520,CUST-10922,2025-04-10,Phone,North America,Richard Gomez
NPS-90340,Product setup was confusing,0,SR-83604,RET-50556,CUST-10248,2025-01-13,Email,Middle East,Pamela Daniels
NPS-90341,Excellent delivery experience,8,SR-80521,RET-50936,CUST-10377,2025-02-25,Web App,North America,Erica Ortiz
NPS-90342,Would definitely recommend,2,SR-82825,RET-50903,CUST-10784,2025-02-18,Email,Latin America,Keith Drake
NPS-90343,Excellent delivery experience,2,SR-83936,RET-50180,CUST-10140,2025-04-25,Email,Europe,Glenn Mccormick
NPS-90344,Excellent delivery experience,4,SR-84312,RET-50098,CUST-10073,2025-04-07,SMS,Middle East,Shane Morris
NPS-90345,Product setup was confusing,6,SR-82414,RET-50578,CUST-10398,2025-08-05,SMS,Latin America,Linda Glenn
NPS-90346,"Great support, quick resolution",7,SR-84256,RET-50672,CUST-10911,2025-04-06,In-store,Asia-Pacific,Joseph Hunter
NPS-90347,Would definitely recommend,2,SR-80868,RET-50994,CUST-10028,2025-08-13,Phone,Middle East,Samantha Greene
NPS-90348,"Great support, quick resolution",5,SR-80407,RET-50264,CUST-10078,2025-02-25,Web App,Middle East,Richard Kennedy
NPS-90349,Product setup was confusing,7,SR-83053,RET-50766,CUST-10047,2025-07-20,Phone,Middle East,Megan Ortiz
NPS-90350,Product setup was confusing,9,SR-80966,RET-50318,CUST-10021,2025-08-03,In-store,North America,Roberta Lowe
NPS-90351,Would definitely recommend,4,SR-84216,RET-50616,CUST-10702,2025-05-12,SMS,Europe,Sheri Diaz
NPS-90352,Excellent delivery experience,6,SR-82935,RET-50271,CUST-10062,2025-04-21,In-store,Latin America,Christine Stewart
NPS-90353,Product setup was confusing,9,SR-80571,RET-50307,CUST-10028,2025-06-09,Email,Middle East,Ashley Hamilton
NPS-90354,Average service,7,SR-84666,RET-50207,CUST-10442,2025-01-02,Phone,Europe,Amanda Sutton
NPS-90355,Excellent delivery experience,5,SR-82458,RET-50023,CUST-10039,2025-06-01,Email,Asia-Pacific,Brett Gross
NPS-90356,Product setup was confusing,6,SR-83578,RET-50027,CUST-10117,2025-02-08,Phone,Asia-Pacific,Tonya Johns
NPS-90357,Product setup was confusing,1,SR-82175,RET-50777,CUST-10307,2025-01-17,In-store,Asia-Pacific,Albert Hughes
NPS-90358,"Great support, quick resolution",9,SR-82881,RET-50516,CUST-10838,2025-03-12,Web App,Middle East,Leah Harris
NPS-90359,Product setup was confusing,4,SR-83968,RET-50568,CUST-10693,2025-06-22,SMS,North America,Adam Peters
NPS-90360,Average service,10,SR-83244,RET-50257,CUST-10382,2025-01-21,In-store,Middle East,Matthew Watson
NPS-90361,Would definitely recommend,7,SR-80849,RET-50411,CUST-10642,2025-06-18,Phone,Latin America,Megan Proctor
NPS-90362,Would definitely recommend,2,SR-83351,RET-50433,CUST-10067,2025-01-17,Web App,North America,Carl Morris
NPS-90363,Average service,10,SR-80854,RET-50172,CUST-10132,2025-04-30,Web App,Asia-Pacific,Dr. Christopher Hall
NPS-90364,Product setup was confusing,9,SR-83488,RET-50434,CUST-10324,2025-01-07,In-store,Latin America,Jason Mooney
NPS-90365,Product setup was confusing,2,SR-84345,RET-50914,CUST-10225,2025-05-01,Email,Europe,Joel Fuller
NPS-90366,Would definitely recommend,8,SR-80161,RET-50711,CUST-10175,2025-08-18,Web App,Asia-Pacific,Brian Clarke
NPS-90367,Would definitely recommend,8,SR-84705,RET-50884,CUST-10332,2025-04-01,In-store,Asia-Pacific,Albert Duffy
NPS-90368,Average service,1,SR-84041,RET-50299,CUST-10579,2025-04-09,SMS,North America,Ashley Bell
NPS-90369,Product setup was confusing,1,SR-84545,RET-50440,CUST-10957,2025-08-16,Phone,Europe,Krista Frye
NPS-90370,Product setup was confusing,4,SR-80005,RET-50524,CUST-10267,2025-05-15,Phone,Europe,Elizabeth Coleman
NPS-90371,Product setup was confusing,3,SR-81873,RET-50423,CUST-10984,2025-05-08,In-store,Asia-Pacific,Stacy Gilbert
NPS-90372,"Great support, quick resolution",0,SR-81198,RET-50389,CUST-10982,2025-03-21,SMS,Latin America,Luis Jacobs
NPS-90373,Would definitely recommend,10,SR-82523,RET-50520,CUST-10425,2025-02-06,Phone,Latin America,Scott Jordan
NPS-90374,Excellent delivery experience,9,SR-83905,RET-50955,CUST-10010,2025-04-17,SMS,Europe,Joshua Norris
NPS-90375,Average service,8,SR-80208,RET-50744,CUST-10602,2025-06-17,Phone,Latin America,Brent Garcia
NPS-90376,Product setup was confusing,2,SR-80476,RET-50069,CUST-10899,2025-03-10,Email,Latin America,Katrina Perez
NPS-90377,Would definitely recommend,0,SR-80463,RET-50070,CUST-10769,2025-04-17,SMS,Middle East,James Cruz
NPS-90378,Product setup was confusing,1,SR-80808,RET-50053,CUST-10697,2025-04-16,Email,Latin America,Samantha Martinez
NPS-90379,"Great support, quick resolution",4,SR-82343,RET-50743,CUST-10810,2025-06-17,Phone,Latin America,Noah Harvey
NPS-90380,"Great support, quick resolution",2,SR-80500,RET-50872,CUST-10007,2025-08-27,In-store,Europe,Monique Williams
NPS-90381,"Great support, quick resolution",4,SR-82066,RET-50301,CUST-10601,2025-08-22,Phone,North America,Scott Mora
NPS-90382,Average service,6,SR-83085,RET-50178,CUST-10498,2025-04-08,SMS,Asia-Pacific,Juan Poole
NPS-90383,Average service,9,SR-83848,RET-50636,CUST-10982,2025-02-23,Phone,Middle East,Allison Henderson
NPS-90384,"Great support, quick resolution",1,SR-82928,RET-50780,CUST-10795,2025-07-22,Phone,Asia-Pacific,Jessica Gomez
NPS-90385,Would definitely recommend,0,SR-82948,RET-50622,CUST-10733,2025-07-01,Web App,Latin America,Megan Johnson
NPS-90386,Product setup was confusing,2,SR-80985,RET-50286,CUST-10341,2025-05-14,Web App,Latin America,Terrance Smith
NPS-90387,Average service,10,SR-80125,RET-50881,CUST-10890,2025-02-19,In-store,Asia-Pacific,Tina Richardson
NPS-90388,Excellent delivery experience,2,SR-80459,RET-50753,CUST-10021,2025-06-28,In-store,Europe,Jodi West
NPS-90389,Product setup was confusing,2,SR-80684,RET-50158,CUST-10907,2025-01-10,SMS,Latin America,Amy Padilla
NPS-90390,Excellent delivery experience,1,SR-81240,RET-50006,CUST-10707,2025-01-31,Web App,North America,Angela Lopez
NPS-90391,Average service,1,SR-80931,RET-50723,CUST-10064,2025-01-12,In-store,Middle East,Robert Figueroa
NPS-90392,Average service,9,SR-82664,RET-50047,CUST-10777,2025-04-21,Web App,Europe,James Thomas
NPS-90393,Excellent delivery experience,9,SR-83199,RET-50931,CUST-10076,2025-04-10,SMS,North America,Gregory Pena
NPS-90394,Excellent delivery experience,9,SR-81114,RET-50938,CUST-10958,2025-08-16,Phone,Asia-Pacific,Christian Lambert
NPS-90395,Would definitely recommend,5,SR-80523,RET-50997,CUST-10958,2025-03-27,In-store,Asia-Pacific,Mallory Sherman
NPS-90396,Excellent delivery experience,0,SR-84579,RET-50553,CUST-10501,2025-04-30,In-store,Latin America,Gabriel Williams
NPS-90397,"Great support, quick resolution",7,SR-82779,RET-50178,CUST-10548,2025-08-14,In-store,Latin America,Jonathan Dawson
NPS-90398,Would definitely recommend,2,SR-80976,RET-50021,CUST-10546,2025-08-03,Email,Asia-Pacific,Haley Eaton
NPS-90399,Would definitely recommend,9,SR-82202,RET-50157,CUST-10640,2025-05-13,Phone,Asia-Pacific,Bryan Alexander
NPS-90400,Would definitely recommend,9,SR-83493,RET-50301,CUST-10043,2025-03-01,SMS,Middle East,Bradley Ewing
NPS-90401,"Great support, quick resolution",0,SR-81981,RET-50008,CUST-10875,2025-08-10,SMS,Middle East,Alexandria Shepherd
NPS-90402,Product setup was confusing,5,SR-82845,RET-50865,CUST-10739,2025-06-10,SMS,Asia-Pacific,Christopher Buchanan
NPS-90403,"Great support, quick resolution",6,SR-83308,RET-50956,CUST-10518,2025-04-22,Web App,Europe,Michael Johnson
NPS-90404,Product setup was confusing,7,SR-83947,RET-50773,CUST-10395,2025-03-30,SMS,Middle East,Casey Mejia
NPS-90405,Excellent delivery experience,4,SR-81285,RET-50032,CUST-10006,2025-08-30,SMS,Asia-Pacific,Michael Hogan
NPS-90406,Would definitely recommend,4,SR-84333,RET-50197,CUST-10728,2025-01-05,Email,Asia-Pacific,Robin Williams
NPS-90407,Product setup was confusing,1,SR-80318,RET-50473,CUST-10161,2025-07-18,In-store,Latin America,Jennifer Jordan
NPS-90408,"Great support, quick resolution",1,SR-83989,RET-50206,CUST-10963,2025-06-19,Web App,Latin America,Logan Quinn
NPS-90409,Would definitely recommend,8,SR-81195,RET-50453,CUST-10801,2025-07-10,Email,Middle East,Kristopher Coleman
NPS-90410,Excellent delivery experience,9,SR-82601,RET-50109,CUST-10027,2025-05-02,Phone,Europe,Adam Barnes
NPS-90411,Average service,1,SR-80046,RET-50997,CUST-10937,2025-06-12,In-store,Middle East,Susan Burton
NPS-90412,Average service,2,SR-81376,RET-50562,CUST-10592,2025-05-10,Web App,Asia-Pacific,Stacy Page
NPS-90413,Average service,10,SR-80122,RET-50622,CUST-10597,2025-05-04,In-store,Asia-Pacific,Terry Aguirre
NPS-90414,"Great support, quick resolution",4,SR-82337,RET-50289,CUST-10109,2025-04-24,In-store,Europe,Jesse Fuentes
NPS-90415,Excellent delivery experience,9,SR-84461,RET-50298,CUST-10177,2025-06-25,Phone,North America,Sherry Ball
NPS-90416,"Great support, quick resolution",2,SR-82937,RET-50135,CUST-10535,2025-01-31,SMS,Asia-Pacific,Brittany Byrd
NPS-90417,"Great support, quick resolution",0,SR-82899,RET-50451,CUST-10929,2025-02-24,Email,Europe,Monica Black
NPS-90418,Excellent delivery experience,2,SR-83470,RET-50669,CUST-10672,2025-08-19,Email,Middle East,Ryan Page
NPS-90419,Would definitely recommend,5,SR-83065,RET-50009,CUST-10093,2025-07-01,Email,Latin America,Samantha Garcia
NPS-90420,Excellent delivery experience,4,SR-81105,RET-50514,CUST-10598,2025-02-20,Web App,North America,Karina Moore
NPS-90421,Would definitely recommend,1,SR-82939,RET-50368,CUST-10189,2025-01-11,In-store,North America,Ralph Weber
NPS-90422,Product setup was confusing,0,SR-82311,RET-50246,CUST-10877,2025-07-24,Email,Europe,Phillip Haas
NPS-90423,"Great support, quick resolution",8,SR-84883,RET-50987,CUST-10544,2025-08-23,SMS,Asia-Pacific,Miss Jessica Holloway
NPS-90424,Excellent delivery experience,7,SR-80717,RET-50129,CUST-10928,2025-06-17,SMS,Latin America,Cynthia Holmes
NPS-90425,Excellent delivery experience,5,SR-80074,RET-50973,CUST-10517,2025-02-23,Phone,Middle East,Melanie Zamora
NPS-90426,Excellent delivery experience,6,SR-81887,RET-50667,CUST-10819,2025-02-28,Phone,Europe,Casey Armstrong
NPS-90427,Excellent delivery experience,5,SR-84908,RET-50645,CUST-10271,2025-08-02,Email,Middle East,Cesar Williams
NPS-90428,Would definitely recommend,1,SR-81233,RET-50630,CUST-10233,2025-02-04,Web App,Middle East,Kendra Holmes
NPS-90429,Excellent delivery experience,6,SR-82818,RET-50396,CUST-10952,2025-03-04,Phone,Asia-Pacific,Elizabeth Abbott
NPS-90430,Average service,9,SR-81880,RET-50859,CUST-10214,2025-06-24,SMS,North America,Rebecca Blackburn
NPS-90431,"Great support, quick resolution",2,SR-84318,RET-50372,CUST-10243,2025-05-09,Web App,Middle East,Luis Williams
NPS-90432,Average service,7,SR-81739,RET-50304,CUST-10222,2025-06-03,SMS,Asia-Pacific,Melissa Pope
NPS-90433,"Great support, quick resolution",10,SR-81912,RET-50925,CUST-10911,2025-03-19,Email,Latin America,Kristopher Fernandez
NPS-90434,Would definitely recommend,5,SR-80102,RET-50094,CUST-10490,2025-05-09,Email,Latin America,Jenna Hartman
NPS-90435,Would definitely recommend,4,SR-83138,RET-50358,CUST-10652,2025-06-08,Web App,Middle East,Austin Frederick
NPS-90436,"Great support, quick resolution",9,SR-81623,RET-50510,CUST-10050,2025-07-14,Web App,Latin America,Jennifer Hardy
NPS-90437,"Great support, quick resolution",9,SR-80388,RET-50947,CUST-10561,2025-01-24,Web App,Middle East,Andrew Smith
NPS-90438,"Great support, quick resolution",9,SR-82499,RET-50435,CUST-10813,2025-08-07,SMS,Europe,Amy Mcmillan
NPS-90439,Excellent delivery experience,8,SR-82895,RET-50489,CUST-10226,2025-03-14,Web App,Europe,Christine Wong
NPS-90440,Average service,6,SR-84680,RET-50298,CUST-10541,2025-06-03,Web App,North America,Jennifer Green
NPS-90441,Average service,0,SR-81777,RET-50544,CUST-10003,2025-08-26,Email,Asia-Pacific,Jonathon Lopez
NPS-90442,Excellent delivery experience,4,SR-81731,RET-50295,CUST-10097,2025-01-26,SMS,North America,Glenda Gross
NPS-90443,Would definitely recommend,10,SR-82889,RET-50220,CUST-10701,2025-04-22,Phone,Latin America,Michael Martinez
NPS-90444,Excellent delivery experience,9,SR-80727,RET-50089,CUST-10836,2025-05-17,Email,Asia-Pacific,Tracy Hudson
NPS-90445,Product setup was confusing,5,SR-82570,RET-50334,CUST-10460,2025-07-09,Web App,Middle East,Kristine Davis
NPS-90446,Excellent delivery experience,7,SR-83775,RET-50880,CUST-10555,2025-01-09,In-store,Latin America,Jody Miranda
NPS-90447,Excellent delivery experience,0,SR-81246,RET-50948,CUST-10401,2025-04-03,Phone,North America,Robert Olson
NPS-90448,Average service,8,SR-83427,RET-50621,CUST-10823,2025-06-17,Phone,Asia-Pacific,Dana Simmons
NPS-90449,Would definitely recommend,1,SR-84047,RET-50214,CUST-10092,2025-05-20,SMS,Europe,Gabriella Lopez
NPS-90450,"Great support, quick resolution",9,SR-84917,RET-50929,CUST-10533,2025-05-13,Email,North America,Charlotte Walker
NPS-90451,"Great support, quick resolution",2,SR-84584,RET-50911,CUST-10239,2025-01-24,Email,Middle East,Wayne Riley
NPS-90452,"Great support, quick resolution",2,SR-80801,RET-50548,CUST-10818,2025-05-10,Phone,North America,Elizabeth Mathews
NPS-90453,Would definitely recommend,10,SR-81989,RET-50713,CUST-10487,2025-01-15,Web App,Europe,Lori Hampton
NPS-90454,Product setup was confusing,4,SR-83869,RET-50692,CUST-10709,2025-01-24,Phone,North America,Erin Hernandez
