DeviceID,ViewerID,DeviceType,OperatingSystem,Manufacturer,Model,ScreenResolution,LastUsed,DeviceRegistrationDate,FirmwareVersion
257,605,Smartphone,Android,Sony,professional,1920x1080,2023-08-27T00:01:50,2022-10-20T04:18:20,bill
258,838,Smartphone,Android,Samsung,foot,2560x1440,2024-08-09T01:18:36,2022-09-03T05:56:20,north
259,854,TV,iOS,Samsung,family,3840x2160,2023-08-26T20:35:04,2023-02-20T18:38:23,present
260,675,Tablet,iOS,Samsung,middle,1920x1080,2024-03-13T14:21:56,2021-10-16T09:45:15,stock
261,108,TV,iOS,Sony,establish,2560x1440,2024-04-29T13:17:26,2023-02-26T06:33:59,still
262,335,TV,Windows,Apple,cup,1920x1080,2024-03-02T17:10:21,2022-10-31T03:24:27,week
263,937,Smartphone,iOS,Samsung,attack,3840x2160,2024-02-18T14:47:23,2022-07-30T01:33:56,peace
264,374,Smartphone,Windows,Apple,budget,2560x1440,2023-10-03T06:30:26,2023-01-07T13:24:19,first
265,844,Tablet,Android,Sony,list,1920x1080,2024-07-27T16:29:34,2023-08-12T21:10:49,agreement
266,27,Smartphone,iOS,Sony,difficult,1920x1080,2023-12-22T09:09:38,2022-02-14T21:20:36,perform
267,422,Tablet,iOS,Apple,front,3840x2160,2024-03-19T22:59:21,2023-05-14T06:21:33,yet
268,974,Tablet,Android,Apple,ask,3840x2160,2024-01-04T11:25:48,2022-08-10T11:32:49,discover
269,218,Smartphone,iOS,Apple,these,2560x1440,2024-03-27T14:37:00,2022-03-12T20:58:50,simple
270,359,Smartphone,iOS,Apple,opportunity,1920x1080,2023-09-27T03:01:25,2022-08-24T01:11:36,American
271,576,Tablet,iOS,Samsung,open,3840x2160,2024-08-06T06:02:55,2022-12-22T06:18:22,per
272,419,Tablet,Android,Samsung,get,1920x1080,2024-07-27T19:42:40,2023-07-27T03:10:36,make
273,333,Smartphone,iOS,Sony,suffer,2560x1440,2024-08-02T09:20:44,2023-03-26T11:13:36,head
274,213,Smartphone,Android,Samsung,set,2560x1440,2024-06-21T18:56:55,2022-02-13T14:01:51,and
275,638,TV,Android,Apple,article,2560x1440,2024-06-08T07:58:56,2021-12-21T15:48:26,table
276,541,Smartphone,Windows,Apple,development,3840x2160,2023-08-27T03:07:59,2022-11-20T11:27:16,election
277,742,TV,Android,Apple,Mr,1920x1080,2024-05-28T06:42:32,2021-09-14T10:44:51,hope
278,689,Smartphone,iOS,Samsung,really,3840x2160,2023-10-29T15:44:58,2023-04-05T13:01:39,job
279,201,Tablet,Windows,Samsung,bit,1920x1080,2024-02-21T21:56:36,2023-05-18T07:31:19,source
280,505,Tablet,iOS,Samsung,single,3840x2160,2024-01-10T03:19:07,2023-06-26T13:03:03,next
281,799,TV,Windows,Samsung,see,1920x1080,2024-01-07T18:18:25,2023-04-07T04:15:16,north
282,159,Smartphone,Windows,Sony,child,3840x2160,2023-12-08T01:46:47,2023-03-01T06:16:42,why
283,114,TV,iOS,Apple,effect,2560x1440,2024-03-11T21:32:38,2022-04-30T15:50:06,growth
284,56,Smartphone,iOS,Apple,while,1920x1080,2023-10-23T04:25:20,2023-07-25T00:45:53,design
285,912,TV,Windows,Apple,fill,3840x2160,2023-09-30T19:18:42,2022-07-29T01:36:38,us
286,90,TV,iOS,Apple,television,1920x1080,2024-03-02T18:46:57,2023-06-23T04:15:13,they
287,557,Tablet,iOS,Sony,safe,1920x1080,2024-03-21T07:33:09,2022-05-24T02:30:03,play
288,425,TV,Android,Samsung,heart,1920x1080,2024-01-16T22:17:30,2022-10-28T21:36:55,him
289,17,Smartphone,iOS,Samsung,increase,2560x1440,2024-02-16T18:48:59,2022-12-11T11:19:09,cover
290,344,Tablet,Android,Sony,between,3840x2160,2024-03-09T21:45:42,2022-02-14T19:32:21,end
291,990,Smartphone,iOS,Apple,section,3840x2160,2023-08-31T20:03:20,2022-06-26T06:46:51,job
292,129,TV,iOS,Samsung,task,2560x1440,2024-04-06T10:29:33,2022-07-20T03:41:16,manager
293,740,Tablet,Android,Apple,near,2560x1440,2024-04-26T09:08:57,2022-02-03T20:05:01,crime
294,223,Tablet,Windows,Samsung,trouble,2560x1440,2024-04-08T05:25:36,2022-09-20T20:02:32,both
295,345,TV,iOS,Samsung,past,1920x1080,2023-12-04T20:56:30,2022-01-26T13:59:57,successful
296,326,Tablet,iOS,Samsung,job,3840x2160,2024-01-30T07:09:05,2021-08-28T08:13:14,Mrs
297,668,Smartphone,iOS,Apple,serve,2560x1440,2024-03-27T13:15:30,2022-08-10T06:34:53,hour
298,17,Tablet,Windows,Samsung,page,3840x2160,2023-11-03T20:09:25,2022-08-29T07:49:03,maintain
299,671,Smartphone,iOS,Sony,key,2560x1440,2023-09-14T21:19:18,2022-09-02T03:12:06,once
300,9,TV,iOS,Samsung,sea,2560x1440,2024-04-20T14:10:32,2022-02-12T18:38:52,always
301,27,TV,Windows,Sony,base,1920x1080,2024-04-14T09:31:31,2022-02-07T09:17:36,conference
302,619,TV,iOS,Sony,Mrs,1920x1080,2024-01-17T00:07:29,2023-04-15T10:05:30,meeting
303,756,Tablet,Windows,Apple,blood,3840x2160,2024-04-13T20:03:46,2022-04-07T17:58:30,tonight
304,763,Tablet,Android,Apple,that,3840x2160,2024-04-09T14:47:54,2022-09-03T16:59:43,deal
305,916,Tablet,Windows,Samsung,character,2560x1440,2024-04-05T04:11:32,2023-01-06T19:01:49,protect
306,455,Smartphone,iOS,Sony,force,3840x2160,2024-05-02T03:48:04,2021-09-26T21:17:47,same
307,827,Tablet,iOS,Apple,baby,1920x1080,2023-09-25T12:29:48,2022-06-16T01:33:45,strategy
308,804,TV,Windows,Sony,school,3840x2160,2024-01-04T03:37:29,2023-02-10T07:46:23,above
309,18,TV,iOS,Sony,blue,1920x1080,2024-03-13T02:48:36,2022-06-17T02:06:55,line
310,678,Smartphone,Windows,Sony,house,1920x1080,2023-10-24T20:41:44,2023-03-17T02:03:58,hit
311,636,TV,Windows,Apple,wear,3840x2160,2023-12-03T05:01:56,2023-01-15T20:00:52,civil
312,427,TV,Windows,Apple,also,3840x2160,2023-12-22T07:32:26,2023-06-25T11:08:01,class
313,574,Smartphone,iOS,Sony,where,1920x1080,2023-10-30T18:07:34,2023-04-12T19:48:08,piece
314,988,TV,Windows,Apple,financial,2560x1440,2024-07-04T22:49:23,2022-09-02T00:26:49,interview
315,11,TV,Android,Sony,until,3840x2160,2023-12-19T00:31:16,2022-07-22T06:34:24,bring
316,630,Smartphone,Android,Sony,brother,3840x2160,2024-05-05T05:39:57,2023-05-24T02:55:48,development
317,164,Smartphone,Windows,Sony,game,3840x2160,2023-10-16T07:02:35,2022-11-20T23:32:14,page
318,566,Tablet,Windows,Samsung,forward,2560x1440,2024-04-08T00:09:38,2022-09-22T20:29:57,affect
319,350,TV,iOS,Apple,action,3840x2160,2024-05-24T19:12:27,2021-10-19T16:18:46,floor
320,723,Smartphone,iOS,Sony,customer,1920x1080,2024-06-04T05:04:41,2023-06-19T06:31:00,happy
321,22,Tablet,Windows,Apple,step,2560x1440,2023-09-27T14:10:24,2022-08-05T15:36:32,president
322,811,Smartphone,Windows,Sony,result,3840x2160,2024-08-06T00:58:21,2023-06-09T15:38:11,various
323,884,Smartphone,Windows,Apple,whom,3840x2160,2024-07-01T17:51:37,2022-09-23T14:37:40,allow
324,254,Smartphone,Windows,Apple,dream,2560x1440,2024-07-31T09:54:53,2021-08-16T17:48:34,position
325,403,TV,Android,Apple,walk,3840x2160,2024-05-19T18:35:51,2022-08-14T03:39:38,take
326,511,TV,iOS,Samsung,rule,2560x1440,2024-06-11T16:49:35,2022-12-06T13:16:56,vote
327,897,TV,Windows,Sony,describe,3840x2160,2024-03-19T14:02:50,2023-06-05T10:50:16,but
328,405,Smartphone,Windows,Samsung,threat,3840x2160,2023-11-17T20:08:08,2022-06-03T03:41:24,upon
329,485,Tablet,Windows,Sony,bring,3840x2160,2023-08-30T14:22:32,2022-01-03T02:46:30,unit
330,689,Smartphone,Windows,Sony,almost,3840x2160,2024-01-11T22:17:35,2023-04-16T22:15:25,book
331,766,Tablet,Windows,Apple,generation,3840x2160,2024-04-01T02:12:09,2023-03-30T02:49:58,hotel
332,202,Tablet,Windows,Sony,recent,1920x1080,2024-03-30T02:16:15,2021-11-27T16:25:30,family
333,913,TV,Windows,Apple,sign,3840x2160,2024-07-18T13:18:38,2022-07-09T00:56:32,star
334,81,TV,iOS,Apple,ok,3840x2160,2023-11-04T02:42:44,2022-07-15T07:15:32,throw
335,895,Tablet,Windows,Sony,in,3840x2160,2024-06-25T13:51:46,2022-11-01T11:26:31,however
336,581,Smartphone,iOS,Sony,avoid,2560x1440,2023-12-12T06:36:24,2022-05-14T02:26:01,piece
337,819,Smartphone,Windows,Samsung,official,3840x2160,2024-01-19T21:28:43,2022-04-18T09:34:49,rather
338,737,TV,Windows,Samsung,age,3840x2160,2023-10-28T09:17:52,2022-01-27T09:07:47,blue
339,489,TV,Android,Apple,its,2560x1440,2023-09-09T23:37:02,2022-11-13T03:08:44,even
340,206,Smartphone,Windows,Sony,around,1920x1080,2023-11-30T00:55:55,2022-04-23T02:46:26,show
341,656,TV,Windows,Apple,point,3840x2160,2024-03-09T17:47:40,2022-11-28T04:06:54,citizen
342,187,Smartphone,iOS,Sony,moment,1920x1080,2024-06-17T08:31:09,2021-10-07T09:44:42,line
343,404,TV,Windows,Apple,put,3840x2160,2024-06-21T00:18:40,2022-02-22T00:24:43,sign
344,942,Smartphone,Android,Samsung,car,2560x1440,2024-05-12T20:11:50,2023-06-18T15:58:06,get
345,761,Tablet,Windows,Sony,support,3840x2160,2024-03-30T06:07:42,2023-04-26T04:54:17,pretty
346,780,Smartphone,Android,Samsung,Republican,2560x1440,2023-08-24T08:50:36,2023-04-29T18:13:30,surface
347,695,Tablet,Android,Sony,coach,2560x1440,2024-08-12T16:29:46,2021-09-20T09:00:01,town
348,193,Smartphone,iOS,Samsung,serious,1920x1080,2024-03-20T01:03:56,2023-06-27T07:22:23,mean
349,855,Smartphone,Android,Apple,admit,1920x1080,2024-02-18T01:05:11,2021-10-09T09:13:12,water
350,978,Smartphone,iOS,Sony,these,3840x2160,2024-07-20T00:58:09,2023-07-01T08:54:36,camera
351,852,Smartphone,iOS,Samsung,this,1920x1080,2024-01-16T04:28:25,2022-08-03T12:33:15,good
352,494,TV,Windows,Apple,understand,3840x2160,2024-04-14T05:44:15,2022-05-17T11:06:45,spring
353,943,TV,iOS,Samsung,fact,3840x2160,2023-12-26T09:43:30,2021-11-17T00:00:14,both
354,249,Smartphone,Windows,Sony,expect,3840x2160,2024-04-03T10:37:22,2023-07-29T20:30:28,foreign
355,245,Tablet,Windows,Sony,protect,2560x1440,2023-12-07T15:11:57,2022-01-04T05:54:01,that
356,952,Smartphone,Android,Apple,any,3840x2160,2024-05-02T20:44:39,2021-10-06T19:05:32,he
357,911,Tablet,Windows,Apple,artist,1920x1080,2024-03-07T14:18:19,2023-01-21T10:30:21,left
358,307,Smartphone,iOS,Sony,month,3840x2160,2024-03-28T12:02:24,2021-12-28T13:11:25,experience
359,599,TV,Android,Samsung,current,1920x1080,2024-08-09T00:33:59,2022-11-29T08:42:20,experience
360,129,Smartphone,Android,Apple,affect,2560x1440,2024-03-06T08:27:13,2023-02-07T09:43:40,address
361,666,Smartphone,iOS,Apple,yourself,1920x1080,2024-02-22T07:42:00,2023-04-25T17:28:48,line
362,699,Tablet,Windows,Samsung,set,3840x2160,2023-10-01T13:16:25,2022-06-09T12:57:12,discuss
363,94,Tablet,Android,Apple,around,2560x1440,2023-10-13T08:13:36,2021-09-03T00:29:03,mouth
364,326,Smartphone,Windows,Apple,from,2560x1440,2024-06-03T02:40:43,2023-01-25T01:34:30,dream
365,59,Tablet,iOS,Sony,speak,2560x1440,2023-08-23T05:45:40,2023-01-30T16:06:38,admit
366,111,Smartphone,Android,Apple,well,3840x2160,2024-04-02T12:39:41,2023-02-21T04:49:58,relationship
367,764,TV,iOS,Sony,especially,2560x1440,2024-03-08T00:43:36,2023-05-24T11:44:38,reflect
368,908,TV,Android,Apple,central,1920x1080,2023-11-04T22:59:49,2022-08-08T15:38:58,school
369,216,Tablet,Windows,Sony,blood,3840x2160,2024-07-06T20:01:24,2021-09-13T00:00:06,scene
370,228,Smartphone,Windows,Samsung,nice,2560x1440,2023-09-16T03:01:15,2022-12-01T01:41:40,manager
371,665,TV,iOS,Apple,often,3840x2160,2023-10-20T23:13:25,2022-06-28T19:43:33,happen
372,556,TV,Windows,Apple,question,3840x2160,2024-04-27T15:52:14,2022-05-06T21:05:48,after
373,308,Tablet,iOS,Samsung,provide,1920x1080,2023-12-05T06:04:38,2023-01-20T12:43:49,result
374,529,Smartphone,iOS,Sony,individual,2560x1440,2024-08-06T04:31:38,2023-08-13T16:45:00,whom
375,18,Tablet,Windows,Samsung,affect,3840x2160,2023-08-21T22:30:06,2021-12-18T14:50:41,north
376,526,Tablet,Windows,Sony,yard,1920x1080,2024-01-09T02:23:12,2022-05-12T16:18:55,system
377,629,Smartphone,Windows,Samsung,effort,3840x2160,2023-11-30T22:47:25,2022-04-01T10:38:40,student
378,143,Smartphone,iOS,Samsung,both,1920x1080,2024-07-01T21:23:09,2022-02-26T10:20:52,economy
379,674,Smartphone,iOS,Sony,student,1920x1080,2023-12-12T03:42:23,2022-07-18T13:47:48,walk
380,502,TV,Android,Sony,voice,1920x1080,2023-12-11T22:04:53,2023-03-12T15:09:50,tax
381,354,TV,Windows,Sony,partner,3840x2160,2024-04-24T00:42:08,2023-08-05T03:19:16,course
382,843,TV,Windows,Samsung,option,2560x1440,2023-12-03T02:27:09,2022-04-20T02:58:04,see
383,325,Smartphone,Windows,Apple,clearly,3840x2160,2024-07-06T18:53:08,2022-08-21T22:59:36,why
384,271,TV,Android,Apple,attorney,3840x2160,2024-05-16T06:48:46,2023-05-30T01:36:15,national
385,68,TV,Windows,Samsung,where,2560x1440,2023-09-28T07:35:15,2022-01-20T22:17:02,political
386,610,Tablet,Android,Apple,others,3840x2160,2023-12-03T23:26:29,2023-01-08T22:42:44,space
387,574,Smartphone,Android,Sony,but,2560x1440,2024-06-24T21:19:50,2021-12-04T18:18:15,TV
388,667,Tablet,iOS,Sony,a,1920x1080,2024-07-22T09:58:03,2023-04-09T02:55:28,small
389,907,TV,Android,Sony,late,1920x1080,2024-05-23T00:10:05,2022-04-02T04:34:03,opportunity
390,15,Smartphone,Android,Samsung,whom,2560x1440,2024-04-14T20:23:42,2022-05-26T13:36:12,throw
391,199,Tablet,iOS,Apple,left,1920x1080,2024-05-08T17:51:55,2022-07-21T07:03:53,evening
392,171,TV,Windows,Apple,by,1920x1080,2024-02-08T04:51:04,2023-04-19T03:11:29,most
393,501,Tablet,Android,Sony,color,3840x2160,2023-10-26T19:07:06,2022-10-17T02:38:12,international
394,270,Smartphone,iOS,Samsung,especially,1920x1080,2024-02-11T09:33:55,2022-03-19T10:35:29,magazine
395,62,Tablet,iOS,Samsung,lead,2560x1440,2023-09-18T07:59:51,2022-02-17T05:44:56,that
396,41,Smartphone,Android,Apple,base,3840x2160,2024-03-15T07:31:28,2023-04-11T07:44:02,yes
397,764,Tablet,Windows,Apple,stop,2560x1440,2023-12-08T06:26:57,2021-10-06T00:57:04,such
398,393,Tablet,iOS,Sony,fish,1920x1080,2024-06-16T20:25:11,2023-01-12T23:50:27,federal
399,123,Tablet,iOS,Apple,stop,3840x2160,2024-08-06T20:52:39,2021-09-04T01:38:55,maintain
400,215,Tablet,Android,Apple,picture,1920x1080,2023-11-18T20:18:22,2023-03-25T04:08:46,other
401,184,TV,Windows,Sony,billion,2560x1440,2024-05-21T11:38:16,2023-07-18T07:07:44,state
402,924,TV,iOS,Sony,soon,1920x1080,2024-01-21T17:17:32,2022-01-29T00:11:45,ask
403,344,TV,iOS,Samsung,water,1920x1080,2024-03-06T07:52:28,2022-09-08T22:08:40,own
404,996,Tablet,Android,Samsung,soon,1920x1080,2023-08-26T06:17:41,2022-03-15T04:12:00,painting
405,532,Smartphone,Android,Apple,seat,2560x1440,2023-11-11T20:14:24,2022-12-24T17:25:18,free
406,601,Tablet,Windows,Samsung,give,3840x2160,2023-09-27T04:04:23,2022-12-21T22:59:16,good
407,475,Tablet,Windows,Sony,step,2560x1440,2024-04-21T02:38:32,2021-10-07T13:56:11,upon
408,160,Tablet,Windows,Samsung,fear,1920x1080,2023-10-17T18:29:26,2022-10-18T17:49:02,rule
409,280,Tablet,Windows,Sony,senior,3840x2160,2024-06-29T23:02:06,2023-08-09T19:05:03,war
410,651,Smartphone,Android,Samsung,three,1920x1080,2024-07-24T01:21:50,2022-12-31T11:59:06,yes
411,311,TV,Windows,Sony,person,1920x1080,2023-11-03T01:21:01,2022-11-13T03:06:26,crime
412,190,TV,iOS,Sony,strategy,2560x1440,2023-12-27T17:35:02,2021-11-21T00:11:52,age
413,752,Tablet,iOS,Apple,season,3840x2160,2023-09-05T09:44:29,2023-03-05T13:05:01,point
414,239,Tablet,Windows,Sony,simply,2560x1440,2024-03-16T16:29:55,2021-10-01T06:49:48,memory
415,33,Tablet,iOS,Apple,type,2560x1440,2023-09-23T12:21:56,2021-08-14T23:49:12,past
416,541,TV,Android,Sony,within,3840x2160,2024-05-24T23:31:21,2022-10-28T20:08:43,check
417,483,TV,Windows,Apple,act,1920x1080,2023-09-25T11:05:22,2023-03-25T02:37:55,stand
418,454,Tablet,iOS,Samsung,west,1920x1080,2023-11-06T01:15:57,2022-04-17T20:21:14,economic
419,882,TV,Android,Apple,want,2560x1440,2024-05-03T10:39:06,2023-01-31T15:18:07,perhaps
420,231,TV,Android,Sony,white,2560x1440,2024-02-09T07:07:00,2023-03-01T02:42:32,prevent
421,376,TV,iOS,Apple,police,3840x2160,2024-03-10T22:40:07,2022-05-26T23:17:34,wide
422,357,Smartphone,Android,Samsung,chance,1920x1080,2024-07-09T19:29:40,2022-08-20T10:10:33,financial
423,665,Tablet,Android,Apple,know,3840x2160,2024-03-01T21:19:26,2023-01-31T23:16:29,purpose
424,375,Tablet,Windows,Sony,cup,2560x1440,2024-04-10T23:31:13,2021-09-20T11:24:25,tell
425,107,Tablet,Android,Apple,involve,1920x1080,2024-04-06T17:28:08,2022-04-08T16:03:58,today
426,754,TV,Android,Apple,public,1920x1080,2023-10-19T11:59:43,2022-05-22T17:45:05,source
427,268,Smartphone,Windows,Samsung,spend,2560x1440,2023-09-11T06:43:19,2021-10-18T23:52:22,kind
428,672,Smartphone,Android,Samsung,theory,2560x1440,2023-12-11T07:48:21,2023-03-21T05:26:59,director
429,171,Smartphone,Windows,Sony,art,2560x1440,2024-04-10T03:10:36,2022-11-20T10:00:06,specific
430,81,Smartphone,Android,Samsung,rule,3840x2160,2024-04-12T11:39:58,2022-02-22T00:37:39,house
431,143,Tablet,Android,Apple,amount,2560x1440,2024-03-20T10:01:28,2021-10-06T06:46:50,between
432,575,TV,Android,Apple,rise,3840x2160,2023-08-16T13:01:59,2022-01-24T23:55:57,tend
433,371,Smartphone,Windows,Apple,other,1920x1080,2023-12-12T14:47:47,2022-03-17T21:32:23,forget
434,404,Smartphone,Windows,Sony,economy,3840x2160,2024-04-26T14:32:41,2022-03-05T03:54:36,eat
435,292,Tablet,Android,Sony,security,1920x1080,2023-09-03T08:45:50,2023-05-10T23:38:47,visit
436,510,Tablet,Android,Apple,day,3840x2160,2024-03-29T01:07:06,2023-06-26T01:58:32,partner
437,76,Smartphone,Windows,Apple,direction,2560x1440,2023-12-28T13:31:43,2022-05-26T04:01:22,long
438,457,Tablet,Android,Samsung,say,3840x2160,2023-12-21T19:55:15,2021-09-14T15:42:25,without
439,63,Tablet,Windows,Sony,spend,1920x1080,2024-03-12T09:26:48,2021-09-08T09:21:27,near
440,344,Tablet,iOS,Sony,impact,2560x1440,2023-11-24T19:25:40,2022-10-23T01:03:09,common
441,793,Smartphone,Windows,Samsung,race,2560x1440,2023-09-29T10:26:54,2023-08-11T00:24:58,may
442,958,TV,iOS,Apple,contain,1920x1080,2024-01-08T22:55:19,2022-10-28T02:31:23,capital
443,132,Tablet,Android,Apple,brother,1920x1080,2024-03-06T19:47:44,2022-12-12T21:12:27,director
444,686,Smartphone,Android,Sony,officer,2560x1440,2023-12-08T21:01:20,2021-11-02T22:21:32,bed
445,114,Tablet,Windows,Samsung,direction,1920x1080,2023-09-28T01:34:29,2022-05-06T17:10:47,no
446,570,TV,Android,Sony,rather,3840x2160,2024-02-04T12:22:28,2022-06-02T23:18:46,thought
447,164,Smartphone,Android,Samsung,put,1920x1080,2024-05-09T18:39:43,2022-10-30T09:21:05,evidence
448,667,TV,iOS,Samsung,yourself,1920x1080,2023-08-25T09:37:21,2022-04-27T23:07:18,election
449,4,Tablet,Windows,Samsung,team,2560x1440,2024-06-06T23:17:07,2023-04-30T21:29:26,read
450,213,Tablet,Android,Sony,conference,1920x1080,2024-02-04T05:17:31,2022-09-20T18:40:32,control
451,746,Tablet,Android,Sony,rich,2560x1440,2024-06-25T03:38:33,2023-02-21T07:41:25,society
452,359,Smartphone,Android,Sony,seem,2560x1440,2024-02-07T12:07:45,2023-01-19T01:02:48,lot
453,543,TV,Android,Apple,look,2560x1440,2024-06-04T12:36:11,2023-07-25T22:59:44,black
454,619,Tablet,Android,Apple,world,3840x2160,2024-02-09T23:04:39,2022-06-14T04:21:43,scene
455,398,TV,Android,Sony,place,3840x2160,2024-04-23T13:33:01,2022-06-24T10:29:32,candidate
456,284,Tablet,iOS,Samsung,hair,1920x1080,2024-03-17T05:17:21,2022-01-29T20:06:09,call
457,951,Tablet,Android,Sony,leg,2560x1440,2024-07-16T14:27:21,2022-11-26T07:22:29,leader
458,136,Smartphone,iOS,Samsung,per,1920x1080,2024-05-14T20:03:46,2022-06-23T14:50:29,look
459,816,TV,Windows,Apple,that,2560x1440,2024-02-08T02:07:06,2021-12-09T07:46:42,work
460,519,TV,iOS,Sony,simply,2560x1440,2024-03-12T09:20:53,2022-07-05T07:49:43,tree
461,957,Tablet,Windows,Samsung,fight,3840x2160,2023-09-20T16:54:52,2021-12-09T10:40:44,phone
462,27,TV,iOS,Apple,station,1920x1080,2023-10-17T11:08:18,2022-11-18T02:33:49,carry
463,457,TV,Android,Samsung,part,1920x1080,2024-05-03T10:11:01,2022-04-04T19:57:34,support
464,121,Tablet,Windows,Samsung,address,1920x1080,2024-02-17T21:35:37,2023-02-21T18:13:30,full
465,707,Smartphone,Android,Sony,bit,3840x2160,2024-02-06T05:39:23,2021-09-15T12:19:32,teacher
466,839,Tablet,Windows,Apple,grow,2560x1440,2023-11-07T05:23:10,2022-01-21T07:37:16,smile
467,998,Smartphone,iOS,Apple,hotel,1920x1080,2024-02-29T06:05:53,2022-10-24T09:19:01,party
468,954,Smartphone,Windows,Apple,able,1920x1080,2023-08-31T04:03:06,2022-09-29T09:30:43,every
469,109,Tablet,Android,Apple,study,3840x2160,2024-02-09T14:58:55,2022-03-15T05:11:32,control
470,163,Smartphone,Android,Apple,someone,3840x2160,2023-11-04T13:04:38,2022-03-23T14:39:56,owner
471,404,Tablet,Windows,Samsung,father,2560x1440,2024-01-29T19:15:42,2023-02-10T09:59:57,ability
472,431,TV,Windows,Samsung,industry,3840x2160,2023-09-17T01:45:05,2022-02-23T00:31:05,learn
473,328,TV,Android,Apple,career,1920x1080,2024-03-19T02:40:26,2023-02-05T16:01:53,describe
474,389,TV,iOS,Sony,interest,1920x1080,2024-05-10T07:13:31,2023-05-12T09:40:31,direction
475,498,Tablet,Windows,Samsung,hand,1920x1080,2024-01-22T10:38:37,2022-08-14T07:08:42,offer
476,157,TV,Android,Apple,house,2560x1440,2024-03-28T09:04:24,2022-06-16T07:23:06,despite
477,260,Tablet,iOS,Samsung,about,1920x1080,2024-07-16T08:12:36,2023-04-28T02:48:01,bank
478,810,Tablet,iOS,Sony,spring,1920x1080,2024-08-01T06:15:45,2023-03-27T20:23:45,until
479,29,TV,Android,Sony,record,3840x2160,2024-07-14T08:56:03,2022-02-24T08:40:22,film
480,472,Tablet,Windows,Sony,space,2560x1440,2023-08-20T09:02:21,2023-02-20T20:08:32,significant
481,968,Smartphone,Windows,Samsung,need,2560x1440,2024-01-22T22:23:29,2023-04-30T21:05:55,field
482,886,TV,iOS,Samsung,this,1920x1080,2024-04-14T11:33:21,2023-04-27T03:24:53,themselves
483,49,Tablet,Windows,Sony,administration,2560x1440,2024-01-15T04:56:29,2022-12-05T15:45:20,instead
484,857,TV,iOS,Apple,affect,1920x1080,2023-11-14T16:35:34,2022-11-25T06:17:31,likely
485,138,Tablet,Windows,Samsung,article,2560x1440,2023-11-15T08:13:56,2021-09-15T07:05:35,ground
486,765,Tablet,Windows,Apple,them,2560x1440,2024-06-18T07:12:24,2023-01-17T23:24:22,conference
487,930,Tablet,iOS,Sony,natural,2560x1440,2024-02-18T18:36:51,2022-04-08T18:29:06,stock
488,868,TV,Android,Apple,party,1920x1080,2024-07-01T10:05:14,2022-01-05T03:33:58,business
489,949,TV,iOS,Sony,write,3840x2160,2024-04-25T22:09:12,2022-12-17T23:12:02,wait
490,726,TV,iOS,Sony,floor,3840x2160,2023-12-02T10:18:06,2022-02-22T03:53:26,medical
491,260,Smartphone,iOS,Sony,in,1920x1080,2023-09-24T09:57:00,2023-04-04T05:35:50,over
492,146,Smartphone,iOS,Apple,morning,3840x2160,2024-01-01T10:49:47,2023-02-07T07:31:54,time
493,50,Tablet,iOS,Apple,almost,3840x2160,2024-05-21T02:41:09,2021-10-30T21:31:47,energy
494,567,Smartphone,Windows,Sony,spend,1920x1080,2024-06-08T20:56:48,2023-04-03T20:35:33,beat
495,658,Smartphone,iOS,Apple,area,1920x1080,2024-05-07T11:03:46,2022-09-05T18:46:58,Democrat
496,802,Tablet,iOS,Sony,last,2560x1440,2023-10-21T13:02:12,2023-04-15T12:58:37,figure
497,89,TV,Android,Apple,computer,2560x1440,2024-06-04T12:23:42,2021-10-21T14:13:29,beautiful
498,258,Tablet,Windows,Apple,lay,3840x2160,2023-10-31T17:16:43,2023-02-13T22:14:51,in
499,796,TV,Windows,Samsung,window,3840x2160,2024-07-12T06:35:25,2021-09-21T08:19:28,strategy
500,9,Smartphone,iOS,Apple,memory,1920x1080,2024-06-14T08:31:13,2022-11-02T08:48:50,form
