SubscriptionID,ViewerID,SubscriptionType,StartDate,EndDate,RenewalStatus,PaymentMethod,ActiveStatus,LastRenewalDate,SubscriptionTier
229,375,Premium,2023-02-22T22:10:55,2024-02-03T07:49:38,False,Credit Card,True,2024-08-09T05:56:40,Premium
230,186,Basic,2022-03-27T10:49:35,2024-07-04T19:05:38,False,Credit Card,True,2024-03-21T08:37:40,Basic
231,182,Basic,2023-08-09T23:24:56,2023-09-25T00:46:46,False,Debit Card,True,2023-11-29T12:14:20,Basic
232,274,Basic,2023-01-31T21:24:00,2023-11-17T03:43:02,True,PayPal,True,2023-11-21T16:37:37,Standard
233,644,Basic,2022-09-23T10:08:58,2024-04-16T00:19:06,False,Credit Card,False,2024-01-01T00:50:35,Basic
234,160,Basic,2022-08-26T03:47:45,2023-10-29T02:02:37,True,Credit Card,False,2024-02-19T01:05:08,Standard
235,884,Premium,2023-08-10T20:08:53,2024-01-16T00:22:03,False,Credit Card,True,2024-08-02T18:06:25,Standard
236,390,Premium,2023-05-23T13:26:12,2024-05-14T07:08:12,False,PayPal,True,2024-05-09T21:44:23,Premium
237,202,Basic,2022-12-10T05:33:11,2024-06-05T10:31:40,False,Credit Card,True,2024-05-08T22:39:28,Standard
238,462,Standard,2022-05-18T11:06:32,2024-08-12T02:03:06,True,PayPal,False,2024-07-06T19:32:09,Standard
239,436,Standard,2023-03-28T14:00:05,2024-05-25T02:29:30,False,Debit Card,False,2023-11-02T20:27:56,Premium
240,361,Basic,2021-09-13T15:57:35,2024-04-07T19:28:37,False,Credit Card,True,2024-07-04T00:05:45,Premium
241,204,Premium,2021-10-20T09:50:12,2024-02-07T20:59:51,True,Debit Card,False,2023-11-01T16:48:04,Basic
242,228,Standard,2022-04-23T01:05:56,2023-12-27T10:54:24,False,Credit Card,False,2024-07-24T17:38:32,Standard
243,977,Premium,2023-03-12T03:21:28,2023-10-31T18:04:01,True,PayPal,False,2023-09-11T22:21:04,Premium
244,825,Standard,2022-10-31T13:06:03,2024-05-19T06:58:15,False,Credit Card,False,2024-05-02T07:17:28,Premium
245,642,Basic,2022-05-06T01:48:08,2023-09-09T05:24:06,False,Credit Card,False,2024-07-05T20:00:28,Premium
246,980,Basic,2023-06-07T11:21:41,2023-10-18T09:03:08,False,Debit Card,True,2024-06-16T16:27:29,Standard
247,922,Standard,2022-08-26T02:43:58,2023-11-14T03:43:24,False,PayPal,False,2024-06-30T05:44:17,Standard
248,372,Premium,2022-05-13T01:37:00,2024-01-20T09:32:32,True,PayPal,False,2023-08-24T19:02:39,Premium
249,755,Standard,2022-06-06T00:26:36,2024-01-29T23:07:54,False,Credit Card,False,2024-05-31T22:12:30,Basic
250,419,Premium,2022-08-14T12:43:01,2023-08-18T06:03:15,True,Credit Card,False,2024-07-08T13:24:44,Premium
251,818,Basic,2023-08-07T07:56:06,2024-06-29T07:31:36,True,PayPal,False,2024-04-02T14:48:23,Standard
252,980,Basic,2021-11-04T09:07:08,2023-12-05T02:50:37,False,Credit Card,True,2023-12-06T20:42:41,Basic
253,164,Basic,2022-03-23T19:07:16,2024-02-24T11:54:54,False,Credit Card,False,2024-04-24T03:47:49,Standard
254,531,Premium,2022-05-29T07:33:40,2024-03-21T15:49:12,True,PayPal,False,2023-09-04T03:35:13,Premium
255,837,Basic,2023-03-06T15:35:15,2023-08-22T12:58:22,False,Credit Card,True,2023-08-22T16:10:22,Standard
256,310,Standard,2023-03-09T03:40:14,2023-08-20T23:48:28,False,Credit Card,True,2023-11-06T23:11:50,Standard
257,481,Standard,2022-01-30T11:12:59,2024-01-19T05:30:45,True,Credit Card,False,2024-06-13T08:39:53,Premium
258,458,Standard,2022-08-10T11:55:48,2024-06-10T11:14:36,False,Credit Card,True,2024-07-10T09:59:43,Premium
259,661,Standard,2021-10-14T23:45:21,2023-10-24T00:45:40,False,PayPal,True,2023-11-09T08:35:48,Basic
260,752,Premium,2022-04-03T02:34:27,2024-08-12T10:31:25,True,Credit Card,False,2024-01-17T20:37:40,Premium
261,92,Premium,2023-08-02T05:56:30,2024-06-18T22:40:10,True,PayPal,True,2024-06-28T10:48:53,Standard
262,817,Basic,2022-07-12T04:53:16,2024-07-16T14:32:41,True,Debit Card,True,2023-09-30T04:40:59,Premium
263,44,Standard,2022-07-06T01:59:48,2024-08-07T14:28:37,False,Credit Card,False,2024-01-07T15:37:06,Premium
264,423,Basic,2023-06-20T22:23:50,2023-10-11T14:38:31,False,PayPal,True,2024-04-08T05:16:22,Premium
265,283,Basic,2022-06-24T01:01:07,2023-12-18T01:04:13,False,Debit Card,False,2023-09-11T11:33:28,Premium
266,440,Premium,2023-02-05T07:03:33,2024-02-07T08:40:30,True,PayPal,True,2024-05-17T19:40:58,Basic
267,428,Basic,2022-04-11T22:07:42,2024-06-04T23:55:15,False,PayPal,True,2024-07-02T07:43:09,Premium
268,808,Standard,2022-02-10T07:39:53,2024-03-19T23:40:37,True,PayPal,True,2024-06-10T12:36:31,Standard
269,371,Premium,2022-11-03T11:19:36,2024-06-07T01:21:00,True,PayPal,False,2023-12-10T15:53:06,Premium
270,100,Standard,2022-02-16T12:17:05,2024-01-16T20:40:50,False,PayPal,False,2024-06-18T12:06:02,Standard
271,490,Premium,2023-03-23T09:47:30,2023-10-07T13:45:59,False,Credit Card,True,2024-01-17T03:22:03,Basic
272,893,Premium,2022-10-09T06:20:20,2024-03-01T09:24:35,True,Credit Card,False,2024-05-24T02:11:08,Premium
273,797,Standard,2022-04-01T23:57:15,2024-08-11T11:03:07,True,Debit Card,True,2024-01-05T03:20:39,Premium
274,801,Basic,2022-02-19T15:18:44,2024-07-05T18:12:02,False,Debit Card,False,2024-07-26T17:50:06,Basic
275,177,Standard,2021-08-19T18:13:21,2024-01-25T16:52:15,True,Credit Card,False,2023-09-24T05:07:57,Standard
276,588,Standard,2023-04-03T20:33:39,2024-03-15T07:34:12,False,Debit Card,False,2023-12-08T20:24:37,Standard
277,981,Basic,2023-06-19T04:51:12,2023-12-18T19:27:48,True,PayPal,True,2023-09-19T01:06:40,Premium
278,673,Basic,2023-01-25T04:11:10,2023-08-30T23:59:10,False,Debit Card,False,2023-11-29T08:46:02,Standard
279,218,Premium,2022-06-20T21:08:20,2024-06-03T06:48:10,False,Debit Card,False,2024-07-03T15:23:08,Premium
280,1000,Standard,2022-02-01T23:36:17,2024-07-22T15:43:36,False,Debit Card,False,2023-11-23T16:50:07,Standard
281,249,Premium,2023-02-19T14:43:27,2023-11-27T14:39:38,False,Credit Card,False,2023-10-01T03:55:04,Premium
282,273,Standard,2022-09-05T20:22:40,2024-01-07T00:44:21,True,PayPal,True,2023-12-01T12:44:05,Standard
283,185,Basic,2023-04-21T19:55:49,2023-09-08T03:44:54,True,Debit Card,True,2023-10-06T19:43:32,Basic
284,555,Premium,2021-09-24T02:44:00,2024-07-27T06:13:27,True,PayPal,True,2024-04-20T20:29:42,Standard
285,810,Standard,2023-07-04T20:13:03,2023-10-03T12:35:34,True,Credit Card,True,2023-11-26T15:40:09,Basic
286,969,Premium,2022-01-30T19:53:26,2024-07-27T05:04:41,False,PayPal,False,2024-05-04T06:39:49,Premium
287,499,Basic,2023-03-27T18:26:52,2023-12-01T22:01:53,False,Credit Card,True,2024-03-05T18:43:42,Standard
288,739,Standard,2022-01-04T21:24:26,2024-06-25T02:01:28,False,Credit Card,True,2023-10-13T00:26:29,Standard
289,18,Standard,2023-02-13T05:20:21,2024-06-02T03:17:26,True,Debit Card,False,2024-03-12T11:50:37,Standard
290,49,Basic,2023-01-26T11:00:09,2024-07-29T12:55:40,True,Credit Card,False,2024-05-13T10:43:12,Premium
291,838,Basic,2021-10-24T01:40:25,2024-07-22T03:28:18,False,Debit Card,True,2024-07-22T01:35:41,Premium
292,152,Standard,2022-11-06T03:19:14,2024-01-01T22:21:41,True,Debit Card,True,2023-12-25T23:02:32,Basic
293,397,Basic,2023-08-05T07:48:35,2023-11-02T02:06:46,True,PayPal,False,2023-08-29T04:52:06,Standard
294,814,Premium,2023-02-03T09:13:26,2024-03-02T02:19:29,False,Credit Card,False,2024-02-25T21:26:45,Basic
295,450,Basic,2022-02-25T23:24:00,2023-08-19T04:51:28,True,Credit Card,True,2024-02-16T06:44:10,Standard
296,535,Premium,2022-03-24T05:22:58,2024-08-12T06:37:23,True,Credit Card,False,2024-03-11T12:16:12,Premium
297,930,Premium,2022-10-03T15:08:03,2023-09-26T13:38:24,True,Credit Card,False,2024-07-08T18:59:26,Premium
298,662,Basic,2022-09-28T05:40:09,2023-10-08T09:03:12,True,Credit Card,False,2023-12-28T16:01:25,Premium
299,531,Standard,2021-11-17T11:06:33,2024-02-21T17:35:50,False,PayPal,True,2024-05-23T14:31:27,Basic
300,449,Premium,2023-03-03T11:47:59,2023-10-14T05:02:11,True,PayPal,False,2023-08-20T08:52:17,Standard
301,57,Basic,2021-11-15T13:44:19,2023-10-02T14:35:25,True,Credit Card,False,2024-04-29T15:28:31,Standard
302,296,Basic,2021-08-17T03:18:16,2023-10-04T04:02:54,True,Debit Card,True,2023-12-18T11:33:59,Premium
303,615,Basic,2023-03-23T03:52:36,2024-01-21T13:16:53,False,Debit Card,True,2024-03-25T02:46:10,Premium
304,131,Premium,2023-01-05T12:15:32,2023-12-23T16:13:45,True,Credit Card,False,2023-11-22T06:28:54,Basic
305,133,Standard,2022-11-15T02:36:14,2024-03-23T00:26:05,True,Debit Card,False,2023-10-26T09:27:16,Premium
306,225,Basic,2023-06-21T11:48:10,2024-01-16T21:53:23,True,PayPal,False,2024-05-01T05:38:49,Premium
307,698,Standard,2021-11-23T16:03:20,2023-09-09T10:07:31,False,Debit Card,False,2024-04-29T01:08:11,Basic
308,247,Standard,2022-11-24T10:47:45,2023-08-31T18:57:39,True,PayPal,True,2024-03-22T08:12:57,Standard
309,351,Basic,2022-07-08T14:55:09,2024-02-28T11:39:40,True,Debit Card,False,2023-09-04T18:57:29,Standard
310,337,Basic,2021-10-12T01:47:52,2023-08-27T20:38:36,False,PayPal,False,2023-09-08T18:45:25,Premium
311,310,Premium,2022-01-17T00:59:16,2024-01-06T13:46:16,False,Credit Card,True,2023-12-18T19:51:29,Standard
312,494,Standard,2023-08-02T07:03:13,2024-01-03T09:34:38,True,Credit Card,False,2023-10-21T14:46:21,Basic
313,312,Premium,2022-10-12T19:26:57,2024-02-24T00:48:05,True,Credit Card,True,2023-11-21T09:19:24,Standard
314,755,Premium,2023-06-24T21:27:53,2024-07-26T21:23:13,False,Debit Card,False,2024-03-14T08:37:43,Premium
315,711,Basic,2021-11-18T04:16:19,2024-03-16T00:47:59,False,Credit Card,False,2024-02-09T15:53:13,Standard
316,156,Premium,2022-03-13T18:32:21,2023-12-21T08:28:06,True,PayPal,False,2024-06-24T09:35:27,Premium
317,603,Standard,2021-10-18T22:48:54,2024-04-07T06:07:04,False,Credit Card,False,2024-06-13T09:57:35,Basic
318,311,Standard,2023-04-14T18:34:24,2024-03-03T13:23:28,True,Credit Card,False,2024-08-11T03:05:21,Premium
319,844,Premium,2022-10-16T07:38:24,2024-05-30T23:43:53,True,Credit Card,False,2023-10-31T13:12:19,Basic
320,31,Premium,2023-06-18T15:00:14,2024-08-07T20:23:09,False,Credit Card,False,2024-01-16T20:20:27,Standard
321,691,Standard,2022-02-16T08:23:51,2023-10-21T00:15:11,False,Credit Card,False,2023-10-11T15:08:35,Premium
322,780,Standard,2022-03-16T02:21:43,2023-10-02T08:55:01,True,Debit Card,False,2023-09-05T18:22:35,Standard
323,805,Basic,2022-06-27T20:15:21,2024-04-26T23:18:45,False,PayPal,False,2024-05-06T07:34:26,Premium
324,555,Basic,2021-12-22T19:11:21,2023-10-01T13:19:29,False,Debit Card,True,2024-08-13T08:04:40,Premium
325,956,Standard,2022-12-18T15:58:44,2024-02-17T06:32:56,False,PayPal,True,2024-04-14T16:13:24,Basic
326,451,Premium,2021-11-20T08:21:29,2024-07-24T04:11:04,False,PayPal,False,2024-08-06T20:17:57,Standard
327,528,Basic,2022-11-25T20:26:03,2024-01-18T10:38:32,True,PayPal,False,2024-07-30T19:39:11,Standard
328,855,Premium,2022-03-05T16:07:31,2024-02-23T19:59:16,False,Debit Card,True,2024-01-21T09:03:54,Premium
329,417,Standard,2023-03-22T01:05:50,2024-06-27T00:08:10,True,Credit Card,True,2024-04-30T11:57:18,Premium
330,919,Basic,2022-08-22T17:37:17,2024-01-05T17:49:57,False,Debit Card,False,2024-01-03T23:33:12,Basic
331,931,Premium,2023-08-12T14:23:22,2023-10-10T01:48:31,False,Debit Card,False,2024-05-30T10:56:28,Basic
332,67,Basic,2023-04-28T00:49:49,2024-02-27T17:36:18,True,PayPal,False,2024-03-14T08:00:17,Basic
333,1000,Premium,2022-03-28T19:29:24,2023-11-03T08:52:57,False,PayPal,True,2024-04-16T15:41:41,Premium
334,309,Standard,2022-06-23T10:42:11,2024-02-10T16:44:19,False,Credit Card,True,2024-03-24T13:47:05,Standard
335,84,Standard,2022-06-21T14:34:19,2023-12-16T00:42:12,True,PayPal,True,2023-10-02T05:09:05,Standard
336,390,Premium,2021-08-14T16:32:50,2024-07-19T22:25:38,True,Credit Card,True,2024-06-19T07:46:34,Premium
337,467,Premium,2023-06-23T13:46:24,2023-10-09T12:05:03,False,Debit Card,True,2024-02-03T04:36:43,Standard
338,984,Premium,2021-12-17T13:33:10,2023-10-01T12:34:49,True,Debit Card,False,2024-07-12T00:25:26,Standard
339,588,Standard,2022-02-09T10:17:31,2023-11-29T02:08:28,False,PayPal,True,2024-06-05T10:56:59,Premium
340,727,Standard,2021-12-16T01:56:40,2024-07-02T00:49:52,True,Credit Card,False,2024-05-30T22:39:11,Basic
341,58,Standard,2022-12-10T03:59:27,2023-08-30T08:23:10,False,Debit Card,True,2023-11-07T07:27:20,Basic
342,472,Standard,2022-12-06T03:21:33,2024-01-08T15:12:00,False,Debit Card,True,2024-02-18T09:46:43,Standard
343,971,Basic,2022-08-14T15:33:45,2024-04-21T03:40:09,True,Credit Card,False,2024-05-05T02:11:20,Standard
344,87,Premium,2023-03-14T00:37:51,2023-10-20T01:33:16,False,Credit Card,True,2023-11-23T01:56:34,Basic
345,637,Basic,2022-04-10T04:14:52,2024-04-13T21:24:26,True,Credit Card,True,2023-08-16T10:16:25,Standard
346,930,Basic,2021-10-01T07:54:32,2023-11-26T15:18:36,False,Credit Card,False,2024-01-04T00:38:30,Standard
347,100,Standard,2022-09-15T20:37:30,2023-11-23T13:17:19,True,Credit Card,True,2024-06-19T08:16:34,Premium
348,106,Premium,2022-03-05T06:02:25,2024-02-19T18:19:23,False,Debit Card,True,2024-07-15T19:00:52,Premium
349,964,Basic,2022-07-11T03:08:46,2024-05-20T18:15:40,True,Debit Card,False,2024-02-03T22:56:19,Standard
350,863,Basic,2022-06-11T20:40:07,2024-02-13T01:26:36,True,PayPal,False,2024-05-04T04:55:03,Standard
351,785,Premium,2022-04-15T23:41:42,2023-12-28T13:13:38,False,Credit Card,True,2023-09-09T10:42:45,Basic
352,965,Standard,2023-01-02T07:24:22,2024-02-22T02:00:34,True,Debit Card,True,2023-11-14T01:05:34,Basic
353,914,Basic,2022-06-14T21:51:41,2024-08-12T11:38:55,True,Debit Card,False,2023-08-30T15:21:19,Standard
354,547,Basic,2021-08-23T19:33:15,2023-08-20T23:35:25,True,PayPal,False,2023-10-05T15:13:57,Basic
355,306,Premium,2021-09-02T07:36:15,2023-11-21T09:51:56,True,Credit Card,False,2023-09-07T15:51:51,Standard
356,868,Basic,2022-01-16T16:45:30,2024-04-15T08:27:54,True,PayPal,False,2023-09-18T04:26:05,Standard
357,675,Premium,2022-04-29T08:42:13,2023-09-06T04:52:32,False,PayPal,False,2023-11-09T18:04:35,Basic
358,540,Basic,2022-12-10T08:45:51,2023-11-20T14:34:03,True,PayPal,True,2024-02-19T00:38:42,Basic
359,201,Basic,2023-08-03T04:24:01,2024-07-20T16:10:14,False,Debit Card,True,2023-10-14T20:26:04,Standard
360,671,Premium,2021-10-28T16:10:42,2023-11-28T07:38:08,False,PayPal,True,2023-09-03T15:37:30,Premium
361,588,Premium,2023-08-10T00:10:30,2023-11-23T10:26:07,False,PayPal,True,2023-12-15T16:12:12,Basic
362,780,Premium,2023-01-02T22:15:07,2024-01-15T12:24:36,True,Debit Card,False,2023-10-04T17:57:56,Basic
363,329,Premium,2021-08-20T03:13:37,2024-07-11T19:42:31,False,Debit Card,True,2023-11-30T11:22:29,Basic
364,266,Standard,2021-10-06T21:04:07,2023-10-15T06:48:51,False,PayPal,True,2024-03-14T17:36:40,Standard
365,744,Basic,2022-06-28T21:24:53,2024-01-25T10:56:50,True,PayPal,True,2024-02-23T00:52:53,Standard
366,612,Basic,2023-08-03T19:50:59,2023-12-25T12:35:01,True,PayPal,False,2023-08-23T11:30:56,Basic
367,745,Basic,2023-02-07T02:01:00,2023-09-26T09:36:36,False,Debit Card,True,2023-10-10T18:09:20,Basic
368,215,Basic,2022-02-20T03:20:57,2024-06-22T12:11:07,True,PayPal,False,2023-12-21T15:50:40,Standard
369,648,Standard,2022-01-23T10:06:40,2023-08-26T21:52:51,True,Debit Card,False,2024-02-24T14:09:21,Standard
370,772,Basic,2021-12-25T13:08:15,2023-10-12T13:56:55,True,Debit Card,False,2024-05-01T15:53:30,Basic
371,620,Basic,2023-03-02T07:02:43,2024-06-28T02:17:12,True,PayPal,False,2024-02-01T21:32:26,Premium
372,833,Standard,2022-09-10T10:10:03,2024-04-05T15:07:49,True,Debit Card,False,2024-04-30T05:49:34,Standard
373,945,Basic,2022-07-13T08:58:54,2024-02-09T16:05:34,True,Credit Card,True,2024-08-10T02:39:50,Basic
374,249,Basic,2023-04-27T12:29:41,2023-08-24T01:23:34,True,PayPal,False,2024-01-17T23:02:08,Standard
375,437,Basic,2021-08-24T00:19:02,2023-10-18T01:13:28,False,Debit Card,False,2023-11-23T15:35:37,Standard
376,685,Basic,2021-12-28T15:19:37,2024-06-05T17:44:28,True,Debit Card,True,2023-12-29T13:18:32,Basic
377,605,Premium,2021-09-18T03:38:36,2023-09-20T02:19:26,True,Debit Card,True,2024-06-12T16:19:25,Standard
378,792,Standard,2022-11-24T01:59:21,2024-02-13T20:19:05,True,Debit Card,True,2024-06-04T07:16:50,Standard
379,741,Basic,2022-09-11T00:34:17,2024-01-04T19:16:24,False,Debit Card,True,2024-04-20T06:51:35,Standard
380,522,Basic,2022-03-23T13:40:37,2024-05-21T09:09:16,False,Credit Card,False,2024-04-04T10:50:10,Premium
381,947,Premium,2022-08-04T00:03:10,2024-04-08T09:53:17,True,Debit Card,False,2024-05-20T23:05:55,Standard
382,419,Standard,2023-04-09T02:40:06,2024-02-07T22:23:49,True,PayPal,True,2024-03-09T12:55:37,Basic
383,48,Standard,2021-11-10T16:47:45,2024-07-29T23:09:00,False,PayPal,False,2024-07-20T12:01:33,Standard
384,422,Standard,2023-05-16T16:11:14,2024-01-25T17:42:16,True,PayPal,False,2024-06-13T18:09:44,Standard
385,215,Premium,2022-12-27T12:11:45,2023-10-19T08:50:41,True,Credit Card,True,2023-12-15T07:29:41,Standard
386,222,Premium,2022-06-03T09:45:27,2024-06-28T07:32:54,True,PayPal,True,2023-11-02T05:28:18,Basic
387,215,Standard,2023-06-23T14:48:13,2024-03-02T22:19:41,True,Debit Card,False,2024-07-19T18:57:05,Premium
388,636,Standard,2022-07-31T16:51:36,2023-12-11T07:30:54,True,Debit Card,True,2024-05-06T12:07:51,Basic
389,882,Basic,2023-06-09T02:21:51,2023-12-21T00:16:16,True,Credit Card,False,2023-11-05T16:59:26,Basic
390,549,Standard,2022-03-04T16:17:56,2023-08-21T00:39:22,False,PayPal,False,2024-03-31T16:29:58,Standard
391,426,Premium,2023-02-18T17:40:49,2024-05-19T02:39:41,True,PayPal,True,2023-08-16T18:09:38,Basic
392,860,Basic,2021-12-29T17:43:11,2024-03-29T08:19:23,False,PayPal,True,2023-12-28T11:17:46,Premium
393,967,Premium,2022-11-06T14:03:28,2023-09-23T01:15:07,False,Credit Card,False,2024-03-11T03:26:34,Premium
394,317,Premium,2023-03-19T10:14:56,2024-06-05T07:17:11,False,PayPal,False,2024-02-17T06:22:25,Premium
395,828,Standard,2022-06-09T13:43:38,2024-05-13T13:00:46,False,Debit Card,True,2024-01-08T06:16:19,Premium
396,524,Standard,2022-08-10T20:21:29,2023-12-01T12:20:28,True,PayPal,True,2023-12-01T19:47:01,Premium
397,308,Premium,2022-11-14T15:23:06,2023-10-28T11:55:13,True,PayPal,True,2024-02-07T23:57:12,Standard
398,28,Basic,2022-06-14T20:26:54,2023-09-16T08:45:40,False,Credit Card,False,2023-11-27T07:54:09,Standard
399,629,Premium,2021-11-02T04:59:33,2024-05-02T01:00:07,True,PayPal,True,2024-03-17T17:10:18,Basic
400,723,Premium,2022-02-09T13:56:04,2024-07-02T16:34:07,False,PayPal,True,2024-05-04T15:02:52,Basic
401,480,Basic,2023-08-07T19:40:17,2024-07-30T03:03:16,False,Credit Card,True,2023-12-29T05:53:56,Basic
402,956,Standard,2023-07-30T09:38:32,2024-01-28T16:14:03,False,Credit Card,False,2024-08-10T01:25:14,Standard
403,288,Standard,2022-12-14T04:47:20,2024-01-05T05:39:04,False,Debit Card,True,2024-01-29T12:20:43,Standard
404,338,Standard,2021-08-31T05:36:44,2023-10-23T16:51:18,True,Credit Card,False,2023-08-23T09:38:32,Standard
405,656,Standard,2022-04-28T22:05:39,2024-01-16T15:38:48,True,Debit Card,False,2024-07-05T16:07:12,Standard
406,697,Premium,2021-12-24T14:52:38,2024-07-26T18:39:06,False,PayPal,False,2024-04-05T06:34:57,Basic
407,694,Basic,2023-08-09T05:11:47,2023-09-21T09:21:03,False,Credit Card,True,2023-10-29T00:55:12,Standard
408,417,Basic,2021-09-20T19:59:40,2023-11-16T08:19:44,True,Debit Card,True,2024-01-18T16:00:42,Premium
409,229,Basic,2021-10-03T04:53:04,2023-11-03T08:22:40,True,PayPal,True,2024-07-21T08:22:11,Standard
410,569,Standard,2022-01-03T23:16:07,2024-02-07T01:11:15,True,Debit Card,False,2023-12-15T22:52:43,Standard
411,441,Premium,2021-09-15T10:28:27,2024-06-14T08:04:23,False,Credit Card,False,2023-09-05T06:02:57,Standard
412,34,Standard,2022-05-01T05:56:46,2024-05-19T01:53:20,True,Credit Card,False,2024-04-30T08:54:19,Basic
413,128,Standard,2022-09-11T14:52:18,2023-11-19T22:57:09,False,Debit Card,False,2024-05-31T18:17:27,Standard
414,606,Premium,2021-09-05T22:35:18,2023-11-26T19:00:15,True,PayPal,False,2023-10-27T00:54:17,Standard
415,511,Premium,2022-09-02T03:34:44,2024-06-22T13:26:33,False,PayPal,False,2024-04-03T17:01:28,Basic
416,303,Basic,2022-04-22T12:16:34,2024-07-30T22:35:19,False,PayPal,False,2024-05-09T11:05:04,Standard
417,318,Premium,2022-06-12T21:28:30,2023-09-19T09:23:56,False,Credit Card,True,2024-04-13T11:15:43,Premium
418,800,Basic,2021-11-20T17:23:04,2024-05-04T22:03:11,True,Debit Card,False,2023-12-27T04:52:09,Basic
419,591,Premium,2022-06-21T02:37:28,2023-08-18T22:58:41,False,Credit Card,False,2024-05-02T11:48:36,Standard
420,409,Premium,2022-01-18T17:51:50,2023-12-28T12:25:24,True,Debit Card,True,2024-02-04T18:47:38,Basic
421,418,Premium,2021-10-19T09:44:30,2023-11-15T08:56:04,False,PayPal,False,2023-12-29T15:37:25,Basic
422,84,Basic,2023-05-15T00:36:31,2024-08-03T16:11:25,False,PayPal,True,2024-07-05T16:31:12,Basic
423,237,Premium,2023-07-08T02:38:02,2024-06-12T04:52:10,False,Debit Card,False,2024-01-14T08:13:31,Basic
424,773,Standard,2022-02-06T19:30:07,2023-08-21T19:43:08,True,PayPal,False,2023-12-10T03:56:09,Basic
425,386,Standard,2023-06-15T05:29:15,2024-03-14T12:40:33,True,Credit Card,False,2024-07-11T03:37:55,Premium
426,165,Premium,2022-02-09T21:49:53,2024-07-07T10:32:31,True,Debit Card,True,2024-03-23T18:53:35,Premium
427,226,Basic,2022-06-01T16:25:26,2024-07-25T14:42:19,True,Debit Card,False,2024-03-15T23:30:34,Premium
428,488,Basic,2021-12-24T12:34:54,2024-01-08T16:38:51,False,PayPal,True,2024-03-08T10:24:42,Basic
429,80,Premium,2022-01-24T06:29:37,2024-05-09T16:49:53,False,Credit Card,False,2023-09-07T20:07:16,Standard
430,322,Basic,2023-07-25T18:50:25,2023-10-03T05:06:11,True,PayPal,False,2023-12-05T00:32:01,Basic
431,926,Standard,2022-11-19T15:51:00,2024-05-10T00:53:13,False,PayPal,True,2023-10-22T05:56:44,Premium
432,799,Premium,2022-11-04T04:25:19,2023-09-13T13:40:41,True,Debit Card,True,2024-07-07T08:15:32,Standard
433,474,Premium,2023-03-11T06:15:28,2023-12-04T07:19:59,False,PayPal,True,2024-07-07T13:21:52,Basic
434,333,Standard,2021-08-29T01:18:04,2024-06-14T12:51:20,True,Credit Card,False,2024-03-08T07:08:47,Basic
435,686,Standard,2021-11-03T18:15:26,2023-10-23T21:11:44,True,Credit Card,False,2023-12-30T08:14:46,Standard
436,952,Standard,2022-08-20T17:11:28,2024-02-17T06:25:54,False,PayPal,False,2024-04-03T12:22:51,Premium
437,659,Standard,2022-11-01T12:59:14,2023-12-09T21:45:45,False,PayPal,False,2024-03-10T22:15:04,Basic
438,172,Basic,2023-05-24T00:40:02,2023-10-28T14:54:31,True,Debit Card,False,2024-04-26T01:29:45,Basic
439,386,Basic,2023-05-16T20:54:09,2024-02-10T15:12:01,False,Debit Card,False,2024-02-29T00:41:11,Standard
440,89,Basic,2023-01-04T22:48:51,2023-10-15T12:48:29,True,Debit Card,True,2024-06-09T06:10:50,Basic
441,326,Premium,2022-12-17T14:46:51,2023-11-18T13:12:22,True,Credit Card,False,2024-02-17T05:11:35,Basic
442,739,Premium,2022-08-06T10:37:05,2023-10-14T00:58:31,False,PayPal,True,2024-01-11T21:58:27,Standard
443,112,Standard,2022-02-24T02:08:30,2024-02-06T15:28:37,False,Credit Card,True,2024-06-10T06:10:17,Premium
444,67,Standard,2022-02-20T16:50:45,2024-03-15T00:24:26,True,Credit Card,True,2024-06-09T04:47:04,Basic
445,266,Standard,2022-10-28T23:54:11,2023-12-18T06:50:38,False,Debit Card,False,2023-10-01T02:22:16,Standard
446,670,Basic,2022-10-04T01:46:03,2024-02-21T01:06:23,False,Debit Card,True,2024-05-17T11:34:50,Basic
447,954,Premium,2023-02-07T02:35:01,2024-03-06T19:14:13,False,PayPal,False,2024-06-08T09:24:47,Premium
448,826,Premium,2023-07-20T15:34:03,2024-05-06T02:26:50,True,Debit Card,True,2024-02-01T10:05:48,Basic
449,757,Premium,2022-02-21T04:27:18,2024-05-11T05:00:23,True,Credit Card,True,2024-05-23T00:28:51,Standard
450,61,Basic,2023-01-16T23:07:21,2024-01-13T11:45:26,False,PayPal,False,2023-12-19T14:41:03,Standard
451,421,Standard,2022-07-07T22:24:32,2024-03-15T07:34:04,True,Debit Card,False,2024-03-12T20:43:56,Standard
452,887,Premium,2022-07-29T22:45:24,2023-12-26T01:22:20,False,Debit Card,False,2024-03-12T22:43:33,Basic
453,752,Standard,2022-06-13T18:31:58,2024-01-11T13:18:45,False,Credit Card,False,2024-01-16T15:21:53,Standard
454,191,Standard,2023-04-21T14:01:24,2024-04-30T03:23:09,False,PayPal,False,2024-06-01T09:29:07,Standard
455,133,Standard,2021-11-30T20:08:01,2023-10-13T23:12:28,False,PayPal,False,2023-11-10T06:40:28,Premium
456,448,Basic,2022-08-11T20:22:34,2024-07-26T13:14:46,False,PayPal,True,2024-03-26T19:59:37,Basic
457,753,Standard,2023-03-23T18:34:26,2023-10-11T12:09:22,True,Debit Card,False,2023-11-06T16:40:08,Standard
